ID,OwnerOrTenant,HouseholdCharacteristics,DwellingCharacteristics,Accuracy,Periods,TotalHousingCosts_1,NetRentOrMortgage_2,AdditionalHousingCosts_3,HousingCostRatio_4,NonSkewedRent_5,SkewedTowardsCheapRent_6,SkewedTowardsExpensiveRent_7
30180,A025406,1021050,ZW10414,MW00000,2012JJ00,789.0,582.0,208.0,16.4,50.1,49.9,
30181,A025406,1021050,ZW10414,MW00000,2015JJ00,815.0,609.0,206.0,15.0,60.4,39.6,
30182,A025406,1021050,ZW10414,MW00000,2018JJ00,872.0,670.0,203.0,16.5,43.3,56.7,
30183,A025406,1021050,ZW10414,MW00000,2021JJ00,929.0,722.0,207.0,14.3,87.6,12.4,
30184,A025406,1021050,ZW10414,MOG0095,2012JJ00,752.0,545.0,198.0,15.5,37.8,37.6,
30185,A025406,1021050,ZW10414,MOG0095,2015JJ00,778.0,570.0,191.0,14.1,45.1,26.0,
30186,A025406,1021050,ZW10414,MOG0095,2018JJ00,838.0,639.0,187.0,15.6,26.7,38.4,
30187,A025406,1021050,ZW10414,MOG0095,2021JJ00,884.0,684.0,190.0,13.0,71.5,4.8,
30188,A025406,1021050,ZW10414,MBG0095,2012JJ00,827.0,618.0,217.0,17.3,62.4,62.2,
30189,A025406,1021050,ZW10414,MBG0095,2015JJ00,851.0,648.0,221.0,15.9,74.0,54.9,
30190,A025406,1021050,ZW10414,MBG0095,2018JJ00,907.0,700.0,219.0,17.3,61.6,73.3,
30191,A025406,1021050,ZW10414,MBG0095,2021JJ00,975.0,761.0,224.0,15.6,95.2,28.5,
30192,A025406,1021050,ZW10415,MW00000,2012JJ00,919.0,711.0,208.0,18.8,80.4,16.6,3.0
30193,A025406,1021050,ZW10415,MW00000,2015JJ00,1060.0,866.0,194.0,20.2,91.4,8.6,
30194,A025406,1021050,ZW10415,MW00000,2018JJ00,1062.0,862.0,200.0,19.5,85.5,14.5,
30195,A025406,1021050,ZW10415,MW00000,2021JJ00,1047.0,873.0,174.0,17.7,85.5,14.5,
30196,A025406,1021050,ZW10415,MOG0095,2012JJ00,846.0,637.0,197.0,17.0,67.3,8.9,0.4
30197,A025406,1021050,ZW10415,MOG0095,2015JJ00,1014.0,819.0,182.0,19.0,84.0,4.5,
30198,A025406,1021050,ZW10415,MOG0095,2018JJ00,993.0,791.0,188.0,18.3,72.4,7.0,
30199,A025406,1021050,ZW10415,MOG0095,2021JJ00,947.0,773.0,160.0,15.5,71.0,6.6,
30200,A025406,1021050,ZW10415,MBG0095,2012JJ00,992.0,786.0,219.0,20.6,89.1,28.8,17.4
30201,A025406,1021050,ZW10415,MBG0095,2015JJ00,1106.0,914.0,205.0,21.3,95.5,16.0,
30202,A025406,1021050,ZW10415,MBG0095,2018JJ00,1131.0,934.0,212.0,20.7,93.0,27.6,
30203,A025406,1021050,ZW10415,MBG0095,2021JJ00,1147.0,974.0,187.0,19.8,93.4,29.0,
30204,A025406,1021050,ZW10270,MW00000,2012JJ00,756.0,523.0,233.0,15.5,60.3,39.3,0.4
30205,A025406,1021050,ZW10270,MW00000,2015JJ00,859.0,638.0,222.0,16.5,69.5,30.1,0.5
30206,A025406,1021050,ZW10270,MW00000,2018JJ00,869.0,648.0,221.0,16.1,64.6,35.4,
30207,A025406,1021050,ZW10270,MW00000,2021JJ00,891.0,683.0,208.0,14.2,79.8,20.2,
30208,A025406,1021050,ZW10270,MOG0095,2012JJ00,730.0,499.0,227.0,14.9,54.4,33.6,0.1
30209,A025406,1021050,ZW10270,MOG0095,2015JJ00,833.0,612.0,215.0,15.9,62.7,24.1,0.1
30210,A025406,1021050,ZW10270,MOG0095,2018JJ00,845.0,625.0,213.0,15.6,57.1,28.5,
30211,A025406,1021050,ZW10270,MOG0095,2021JJ00,865.0,657.0,200.0,13.7,72.4,14.4,
30212,A025406,1021050,ZW10270,MBG0095,2012JJ00,783.0,548.0,239.0,16.1,66.0,45.2,2.9
30213,A025406,1021050,ZW10270,MBG0095,2015JJ00,885.0,664.0,228.0,17.1,75.5,36.8,2.7
30214,A025406,1021050,ZW10270,MBG0095,2018JJ00,892.0,671.0,228.0,16.7,71.5,42.9,
30215,A025406,1021050,ZW10270,MBG0095,2021JJ00,917.0,710.0,216.0,14.8,85.6,27.6,
30216,A025406,1021050,ZW10280,MW00000,2012JJ00,740.0,550.0,190.0,14.5,52.6,47.4,0.0
30217,A025406,1021050,ZW10280,MW00000,2015JJ00,882.0,697.0,185.0,16.9,70.8,29.2,
30218,A025406,1021050,ZW10280,MW00000,2018JJ00,875.0,682.0,193.0,16.0,63.4,36.6,
30219,A025406,1021050,ZW10280,MW00000,2021JJ00,923.0,750.0,173.0,15.0,63.1,36.9,
30220,A025406,1021050,ZW10280,MOG0095,2012JJ00,699.0,508.0,182.0,13.7,43.6,38.5,0.0
30221,A025406,1021050,ZW10280,MOG0095,2015JJ00,835.0,649.0,176.0,15.8,61.6,21.4,
30222,A025406,1021050,ZW10280,MOG0095,2018JJ00,808.0,615.0,184.0,14.6,51.3,26.0,
30223,A025406,1021050,ZW10280,MOG0095,2021JJ00,838.0,664.0,161.0,13.5,49.8,25.4,
30224,A025406,1021050,ZW10280,MBG0095,2012JJ00,780.0,591.0,199.0,15.4,61.5,56.4,0.0
30225,A025406,1021050,ZW10280,MBG0095,2015JJ00,928.0,744.0,194.0,18.1,78.6,38.4,
30226,A025406,1021050,ZW10280,MBG0095,2018JJ00,942.0,749.0,202.0,17.3,74.0,48.7,
30227,A025406,1021050,ZW10280,MBG0095,2021JJ00,1008.0,835.0,186.0,16.5,74.6,50.2,
30228,A025406,1021050,T001100,MW00000,2012JJ00,751.0,531.0,220.0,15.2,57.9,41.8,0.3
30229,A025406,1021050,T001100,MW00000,2015JJ00,867.0,657.0,209.0,16.6,69.9,29.8,0.3
30230,A025406,1021050,T001100,MW00000,2018JJ00,871.0,659.0,212.0,16.1,64.2,35.8,
30231,A025406,1021050,T001100,MW00000,2021JJ00,902.0,707.0,196.0,14.5,73.9,26.1,
30232,A025406,1021050,T001100,MOG0095,2012JJ00,729.0,510.0,215.0,14.7,52.9,37.0,0.0
30233,A025406,1021050,T001100,MOG0095,2015JJ00,844.0,634.0,204.0,16.1,64.5,24.9,0.1
30234,A025406,1021050,T001100,MOG0095,2018JJ00,844.0,632.0,206.0,15.5,57.9,29.9,
30235,A025406,1021050,T001100,MOG0095,2021JJ00,868.0,672.0,189.0,13.9,67.1,20.3,
30236,A025406,1021050,T001100,MBG0095,2012JJ00,773.0,553.0,225.0,15.7,62.7,46.7,2.0
30237,A025406,1021050,T001100,MBG0095,2015JJ00,890.0,681.0,215.0,17.2,74.8,35.1,1.8
30238,A025406,1021050,T001100,MBG0095,2018JJ00,897.0,685.0,218.0,16.6,70.1,42.1,
30239,A025406,1021050,T001100,MBG0095,2021JJ00,937.0,741.0,203.0,15.1,79.7,32.9,
30240,A025406,1021050,ZW10290,MW00000,2012JJ00,757.0,521.0,236.0,15.4,62.0,37.5,0.5
30241,A025406,1021050,ZW10290,MW00000,2015JJ00,863.0,641.0,222.0,16.6,68.4,31.1,0.5
30242,A025406,1021050,ZW10290,MW00000,2018JJ00,872.0,651.0,221.0,16.0,68.8,31.2,
30243,A025406,1021050,ZW10290,MW00000,2021JJ00,900.0,689.0,210.0,14.4,81.0,19.0,
30244,A025406,1021050,ZW10290,MOG0095,2012JJ00,729.0,495.0,229.0,14.8,55.9,31.7,0.1
30245,A025406,1021050,ZW10290,MOG0095,2015JJ00,836.0,614.0,215.0,16.0,61.4,24.8,0.1
30246,A025406,1021050,ZW10290,MOG0095,2018JJ00,843.0,623.0,214.0,15.4,61.6,24.8,
30247,A025406,1021050,ZW10290,MOG0095,2021JJ00,870.0,659.0,203.0,13.7,73.6,13.2,
30248,A025406,1021050,ZW10290,MBG0095,2012JJ00,785.0,547.0,242.0,16.1,67.8,43.6,3.2
30249,A025406,1021050,ZW10290,MBG0095,2015JJ00,889.0,668.0,229.0,17.3,74.7,38.1,2.8
30250,A025406,1021050,ZW10290,MBG0095,2018JJ00,901.0,680.0,228.0,16.7,75.2,38.4,
30251,A025406,1021050,ZW10290,MBG0095,2021JJ00,929.0,720.0,218.0,15.0,86.8,26.4,
30252,A025406,1021050,ZW10320,MW00000,2012JJ00,,,,,,,
30253,A025406,1021050,ZW10320,MW00000,2015JJ00,,,,,,,
30254,A025406,1021050,ZW10320,MW00000,2018JJ00,,,,,,,
30255,A025406,1021050,ZW10320,MW00000,2021JJ00,,,,,,,
30256,A025406,1021050,ZW10320,MOG0095,2012JJ00,,,,,,,
30257,A025406,1021050,ZW10320,MOG0095,2015JJ00,,,,,,,
30258,A025406,1021050,ZW10320,MOG0095,2018JJ00,,,,,,,
30259,A025406,1021050,ZW10320,MOG0095,2021JJ00,,,,,,,
30260,A025406,1021050,ZW10320,MBG0095,2012JJ00,,,,,,,
30261,A025406,1021050,ZW10320,MBG0095,2015JJ00,,,,,,,
30262,A025406,1021050,ZW10320,MBG0095,2018JJ00,,,,,,,
30263,A025406,1021050,ZW10320,MBG0095,2021JJ00,,,,,,,
30264,A025406,1021050,ZW10300,MW00000,2012JJ00,,,,,,,
30265,A025406,1021050,ZW10300,MW00000,2015JJ00,,,,,,,
30266,A025406,1021050,ZW10300,MW00000,2018JJ00,,,,,,,
30267,A025406,1021050,ZW10300,MW00000,2021JJ00,,,,,,,
30268,A025406,1021050,ZW10300,MOG0095,2012JJ00,,,,,,,
30269,A025406,1021050,ZW10300,MOG0095,2015JJ00,,,,,,,
30270,A025406,1021050,ZW10300,MOG0095,2018JJ00,,,,,,,
30271,A025406,1021050,ZW10300,MOG0095,2021JJ00,,,,,,,
30272,A025406,1021050,ZW10300,MBG0095,2012JJ00,,,,,,,
30273,A025406,1021050,ZW10300,MBG0095,2015JJ00,,,,,,,
30274,A025406,1021050,ZW10300,MBG0095,2018JJ00,,,,,,,
30275,A025406,1021050,ZW10300,MBG0095,2021JJ00,,,,,,,
30276,A025406,1021050,ZW25806,MW00000,2012JJ00,743.0,500.0,243.0,15.0,59.5,40.5,
30277,A025406,1021050,ZW25806,MW00000,2015JJ00,879.0,650.0,229.0,17.1,67.2,32.7,0.2
30278,A025406,1021050,ZW25806,MW00000,2018JJ00,859.0,635.0,224.0,16.2,65.8,34.2,
30279,A025406,1021050,ZW25806,MW00000,2021JJ00,873.0,659.0,214.0,14.4,68.2,31.8,
30280,A025406,1021050,ZW25806,MOG0095,2012JJ00,715.0,475.0,231.0,14.2,47.2,29.3,
30281,A025406,1021050,ZW25806,MOG0095,2015JJ00,822.0,595.0,211.0,15.4,52.9,21.0,0.0
30282,A025406,1021050,ZW25806,MOG0095,2018JJ00,812.0,590.0,212.0,15.2,52.2,22.9,
30283,A025406,1021050,ZW25806,MOG0095,2021JJ00,817.0,604.0,202.0,13.1,51.1,18.5,
30284,A025406,1021050,ZW25806,MBG0095,2012JJ00,771.0,526.0,254.0,15.9,70.7,52.8,
30285,A025406,1021050,ZW25806,MBG0095,2015JJ00,935.0,705.0,246.0,18.8,78.9,47.0,1.2
30286,A025406,1021050,ZW25806,MBG0095,2018JJ00,905.0,679.0,236.0,17.2,77.1,47.8,
30287,A025406,1021050,ZW25806,MBG0095,2021JJ00,929.0,713.0,226.0,15.6,81.5,48.9,
30288,A025406,1021050,ZW25805,MW00000,2012JJ00,746.0,515.0,231.0,15.2,61.5,37.8,0.7
30289,A025406,1021050,ZW25805,MW00000,2015JJ00,865.0,647.0,217.0,16.7,70.5,28.8,0.6
30290,A025406,1021050,ZW25805,MW00000,2018JJ00,872.0,652.0,220.0,15.8,71.3,28.7,
30291,A025406,1021050,ZW25805,MW00000,2021JJ00,915.0,710.0,205.0,14.5,85.8,14.2,
30292,A025406,1021050,ZW25805,MOG0095,2012JJ00,722.0,493.0,223.0,14.6,53.9,30.8,0.1
30293,A025406,1021050,ZW25805,MOG0095,2015JJ00,833.0,616.0,210.0,16.0,62.0,21.6,0.1
30294,A025406,1021050,ZW25805,MOG0095,2018JJ00,835.0,614.0,211.0,15.1,62.4,21.3,
30295,A025406,1021050,ZW25805,MOG0095,2021JJ00,879.0,672.0,196.0,13.7,77.2,8.4,
30296,A025406,1021050,ZW25805,MBG0095,2012JJ00,770.0,538.0,238.0,15.8,68.5,45.3,4.5
30297,A025406,1021050,ZW25805,MBG0095,2015JJ00,896.0,679.0,224.0,17.4,77.8,37.3,4.2
30298,A025406,1021050,ZW25805,MBG0095,2018JJ00,909.0,690.0,228.0,16.6,78.7,37.6,
30299,A025406,1021050,ZW25805,MBG0095,2021JJ00,952.0,748.0,215.0,15.4,91.6,22.8,
30300,A025406,1021050,ZW10340,MW00000,2012JJ00,742.0,549.0,193.0,14.8,51.0,49.0,0.0
30301,A025406,1021050,ZW10340,MW00000,2015JJ00,874.0,686.0,188.0,16.6,72.5,27.5,
30302,A025406,1021050,ZW10340,MW00000,2018JJ00,869.0,671.0,197.0,16.1,56.7,43.3,
30303,A025406,1021050,ZW10340,MW00000,2021JJ00,907.0,733.0,174.0,14.7,63.2,36.8,
30304,A025406,1021050,ZW10340,MOG0095,2012JJ00,706.0,513.0,186.0,14.0,42.7,40.8,0.0
30305,A025406,1021050,ZW10340,MOG0095,2015JJ00,830.0,642.0,180.0,15.6,63.9,20.3,
30306,A025406,1021050,ZW10340,MOG0095,2018JJ00,816.0,619.0,186.0,15.0,45.2,32.5,
30307,A025406,1021050,ZW10340,MOG0095,2021JJ00,833.0,658.0,163.0,13.4,50.9,25.9,
30308,A025406,1021050,ZW10340,MBG0095,2012JJ00,778.0,586.0,200.0,15.6,59.2,57.3,0.0
30309,A025406,1021050,ZW10340,MBG0095,2015JJ00,918.0,730.0,196.0,17.7,79.7,36.1,
30310,A025406,1021050,ZW10340,MBG0095,2018JJ00,921.0,724.0,208.0,17.2,67.5,54.8,
30311,A025406,1021050,ZW10340,MBG0095,2021JJ00,980.0,807.0,186.0,15.9,74.1,49.1,
30312,A025406,1021050,ZW25790,MW00000,2012JJ00,673.0,469.0,204.0,13.6,52.5,47.5,0.0
30313,A025406,1021050,ZW25790,MW00000,2015JJ00,704.0,528.0,176.0,13.3,42.9,57.1,
30314,A025406,1021050,ZW25790,MW00000,2018JJ00,784.0,592.0,192.0,14.7,45.1,54.9,
30315,A025406,1021050,ZW25790,MW00000,2021JJ00,778.0,605.0,173.0,12.7,53.8,46.2,
30316,A025406,1021050,ZW25790,MOG0095,2012JJ00,647.0,442.0,195.0,12.9,43.2,38.4,0.0
30317,A025406,1021050,ZW25790,MOG0095,2015JJ00,639.0,461.0,163.0,11.5,26.0,38.3,
30318,A025406,1021050,ZW25790,MOG0095,2018JJ00,687.0,497.0,169.0,12.6,27.4,35.8,
30319,A025406,1021050,ZW25790,MOG0095,2021JJ00,715.0,537.0,158.0,11.6,36.3,29.5,
30320,A025406,1021050,ZW25790,MBG0095,2012JJ00,700.0,496.0,214.0,14.3,61.6,56.8,0.0
30321,A025406,1021050,ZW25790,MBG0095,2015JJ00,768.0,595.0,188.0,15.1,61.7,74.0,
30322,A025406,1021050,ZW25790,MBG0095,2018JJ00,882.0,688.0,215.0,16.9,64.2,72.6,
30323,A025406,1021050,ZW25790,MBG0095,2021JJ00,842.0,673.0,188.0,13.7,70.5,63.7,
30324,A025406,1021050,ZW25791,MW00000,2012JJ00,731.0,505.0,226.0,14.7,53.7,46.3,
30325,A025406,1021050,ZW25791,MW00000,2015JJ00,832.0,627.0,205.0,16.1,69.9,30.1,0.1
30326,A025406,1021050,ZW25791,MW00000,2018JJ00,833.0,625.0,207.0,15.3,60.1,39.9,
30327,A025406,1021050,ZW25791,MW00000,2021JJ00,878.0,679.0,199.0,14.0,78.0,22.0,
30328,A025406,1021050,ZW25791,MOG0095,2012JJ00,704.0,479.0,216.0,14.0,44.8,37.6,
30329,A025406,1021050,ZW25791,MOG0095,2015JJ00,800.0,594.0,196.0,15.2,61.1,22.6,0.0
30330,A025406,1021050,ZW25791,MOG0095,2018JJ00,799.0,592.0,198.0,14.7,49.5,30.1,
30331,A025406,1021050,ZW25791,MOG0095,2021JJ00,843.0,644.0,188.0,13.3,68.2,14.6,
30332,A025406,1021050,ZW25791,MBG0095,2012JJ00,757.0,531.0,236.0,15.3,62.4,55.2,
30333,A025406,1021050,ZW25791,MBG0095,2015JJ00,865.0,661.0,214.0,16.9,77.4,38.8,0.5
30334,A025406,1021050,ZW25791,MBG0095,2018JJ00,866.0,658.0,216.0,16.0,69.9,50.5,
30335,A025406,1021050,ZW25791,MBG0095,2021JJ00,912.0,713.0,210.0,14.8,85.4,31.8,
30336,A025406,1021050,ZW25792,MW00000,2012JJ00,818.0,593.0,225.0,16.8,65.1,34.0,0.9
30337,A025406,1021050,ZW25792,MW00000,2015JJ00,922.0,704.0,218.0,17.8,76.1,23.3,0.6
30338,A025406,1021050,ZW25792,MW00000,2018JJ00,918.0,697.0,221.0,16.9,72.4,27.6,
30339,A025406,1021050,ZW25792,MW00000,2021JJ00,979.0,775.0,203.0,15.6,79.6,20.4,
30340,A025406,1021050,ZW25792,MOG0095,2012JJ00,768.0,546.0,216.0,15.6,56.5,26.4,0.1
30341,A025406,1021050,ZW25792,MOG0095,2015JJ00,888.0,669.0,210.0,17.0,68.3,17.0,0.1
30342,A025406,1021050,ZW25792,MOG0095,2018JJ00,881.0,659.0,213.0,16.1,64.2,20.7,
30343,A025406,1021050,ZW25792,MOG0095,2021JJ00,916.0,710.0,193.0,14.4,69.5,13.0,
30344,A025406,1021050,ZW25792,MBG0095,2012JJ00,868.0,640.0,234.0,18.0,72.8,42.6,5.8
30345,A025406,1021050,ZW25792,MBG0095,2015JJ00,955.0,739.0,226.0,18.6,82.5,31.1,4.0
30346,A025406,1021050,ZW25792,MBG0095,2018JJ00,954.0,734.0,228.0,17.7,79.3,35.8,
30347,A025406,1021050,ZW25792,MBG0095,2021JJ00,1042.0,841.0,214.0,16.7,87.0,30.5,
30348,A025406,1021050,ZW25793,MW00000,2012JJ00,849.0,612.0,237.0,16.7,64.1,35.9,
30349,A025406,1021050,ZW25793,MW00000,2015JJ00,,,,,,,
30350,A025406,1021050,ZW25793,MW00000,2018JJ00,,,,,,,
30351,A025406,1021050,ZW25793,MW00000,2021JJ00,,,,,,,
30352,A025406,1021050,ZW25793,MOG0095,2012JJ00,759.0,514.0,218.0,15.2,45.9,21.0,
30353,A025406,1021050,ZW25793,MOG0095,2015JJ00,,,,,,,
30354,A025406,1021050,ZW25793,MOG0095,2018JJ00,,,,,,,
30355,A025406,1021050,ZW25793,MOG0095,2021JJ00,,,,,,,
30356,A025406,1021050,ZW25793,MBG0095,2012JJ00,939.0,711.0,255.0,18.1,79.0,54.1,
30357,A025406,1021050,ZW25793,MBG0095,2015JJ00,,,,,,,
30358,A025406,1021050,ZW25793,MBG0095,2018JJ00,,,,,,,
30359,A025406,1021050,ZW25793,MBG0095,2021JJ00,,,,,,,
30360,A025406,3000843,2060100,MW00000,2012JJ00,490.0,334.0,157.0,40.4,85.8,8.1,6.1
30361,A025406,3000843,2060100,MW00000,2015JJ00,533.0,377.0,156.0,43.7,78.5,5.1,16.4
30362,A025406,3000843,2060100,MW00000,2018JJ00,531.0,372.0,160.0,39.5,83.7,5.6,10.6
30363,A025406,3000843,2060100,MW00000,2021JJ00,542.0,401.0,141.0,37.6,88.1,6.0,5.9
30364,A025406,3000843,2060100,MOG0095,2012JJ00,484.0,328.0,154.0,39.3,84.1,7.0,5.0
30365,A025406,3000843,2060100,MOG0095,2015JJ00,525.0,370.0,153.0,42.6,76.3,4.2,14.6
30366,A025406,3000843,2060100,MOG0095,2018JJ00,523.0,364.0,158.0,38.5,81.7,4.6,9.1
30367,A025406,3000843,2060100,MOG0095,2021JJ00,533.0,392.0,138.0,36.4,86.0,4.8,4.6
30368,A025406,3000843,2060100,MBG0095,2012JJ00,497.0,340.0,159.0,41.5,87.3,9.4,7.4
30369,A025406,3000843,2060100,MBG0095,2015JJ00,540.0,384.0,158.0,44.8,80.5,6.2,18.5
30370,A025406,3000843,2060100,MBG0095,2018JJ00,539.0,379.0,162.0,40.5,85.6,6.9,12.4
30371,A025406,3000843,2060100,MBG0095,2021JJ00,551.0,410.0,144.0,38.8,89.9,7.5,7.6
30372,A025406,3000843,2060110,MW00000,2012JJ00,593.0,420.0,173.0,36.3,73.2,13.6,13.2
30373,A025406,3000843,2060110,MW00000,2015JJ00,670.0,508.0,161.0,42.0,62.2,8.3,29.5
30374,A025406,3000843,2060110,MW00000,2018JJ00,663.0,498.0,165.0,37.6,70.4,8.1,21.5
30375,A025406,3000843,2060110,MW00000,2021JJ00,680.0,534.0,145.0,35.6,77.0,8.6,14.4
30376,A025406,3000843,2060110,MOG0095,2012JJ00,582.0,409.0,170.0,35.1,70.1,11.6,11.1
30377,A025406,3000843,2060110,MOG0095,2015JJ00,655.0,495.0,158.0,40.5,58.5,6.5,26.2
30378,A025406,3000843,2060110,MOG0095,2018JJ00,647.0,483.0,162.0,36.3,66.8,6.3,18.5
30379,A025406,3000843,2060110,MOG0095,2021JJ00,663.0,518.0,141.0,34.1,73.2,6.6,11.6
30380,A025406,3000843,2060110,MBG0095,2012JJ00,604.0,430.0,177.0,37.6,76.0,16.0,15.6
30381,A025406,3000843,2060110,MBG0095,2015JJ00,684.0,522.0,165.0,43.4,65.8,10.6,33.1
30382,A025406,3000843,2060110,MBG0095,2018JJ00,678.0,512.0,168.0,38.8,73.8,10.3,24.9
30383,A025406,3000843,2060110,MBG0095,2021JJ00,697.0,551.0,149.0,37.1,80.4,11.2,17.8
30384,A025406,3000843,2060120,MW00000,2012JJ00,678.0,500.0,179.0,37.9,71.1,12.8,16.1
30385,A025406,3000843,2060120,MW00000,2015JJ00,754.0,585.0,169.0,39.6,61.5,6.1,32.3
30386,A025406,3000843,2060120,MW00000,2018JJ00,817.0,645.0,173.0,37.6,70.7,6.1,23.3
30387,A025406,3000843,2060120,MW00000,2021JJ00,765.0,612.0,153.0,37.9,81.0,4.4,14.6
30388,A025406,3000843,2060120,MOG0095,2012JJ00,657.0,478.0,173.0,35.6,66.3,10.0,12.6
30389,A025406,3000843,2060120,MOG0095,2015JJ00,730.0,562.0,163.0,37.6,56.3,4.3,27.5
30390,A025406,3000843,2060120,MOG0095,2018JJ00,783.0,612.0,166.0,35.5,64.2,3.9,17.9
30391,A025406,3000843,2060120,MOG0095,2021JJ00,727.0,575.0,146.0,34.4,74.3,2.5,9.9
30392,A025406,3000843,2060120,MBG0095,2012JJ00,700.0,521.0,184.0,40.2,75.5,16.3,20.4
30393,A025406,3000843,2060120,MBG0095,2015JJ00,778.0,608.0,174.0,41.6,66.5,8.8,37.5
30394,A025406,3000843,2060120,MBG0095,2018JJ00,852.0,677.0,179.0,39.7,76.3,9.4,29.6
30395,A025406,3000843,2060120,MBG0095,2021JJ00,804.0,650.0,160.0,41.4,86.2,7.7,21.1
30396,A025406,3000843,2060130,MW00000,2012JJ00,809.0,617.0,192.0,40.6,78.5,6.7,14.8
30397,A025406,3000843,2060130,MW00000,2015JJ00,918.0,744.0,174.0,40.5,74.9,1.7,23.4
30398,A025406,3000843,2060130,MW00000,2018JJ00,881.0,713.0,168.0,45.7,77.1,3.3,19.6
30399,A025406,3000843,2060130,MW00000,2021JJ00,820.0,675.0,145.0,30.2,71.1,8.8,20.1
30400,A025406,3000843,2060130,MOG0095,2012JJ00,724.0,532.0,179.0,34.9,67.9,3.2,8.2
30401,A025406,3000843,2060130,MOG0095,2015JJ00,825.0,651.0,161.0,35.0,59.6,0.2,12.8
30402,A025406,3000843,2060130,MOG0095,2018JJ00,765.0,603.0,153.0,38.9,63.7,0.9,10.8
30403,A025406,3000843,2060130,MOG0095,2021JJ00,726.0,580.0,133.0,27.2,56.8,3.6,11.0
30404,A025406,3000843,2060130,MBG0095,2012JJ00,895.0,702.0,205.0,46.4,86.3,13.5,25.3
30405,A025406,3000843,2060130,MBG0095,2015JJ00,1012.0,837.0,188.0,45.9,85.8,10.4,38.8
30406,A025406,3000843,2060130,MBG0095,2018JJ00,998.0,824.0,184.0,52.5,86.6,11.2,33.0
30407,A025406,3000843,2060130,MBG0095,2021JJ00,913.0,769.0,157.0,33.2,82.1,20.1,34.0
30408,A025406,3000843,ZW25799,MW00000,2012JJ00,548.0,381.0,166.0,38.2,80.9,11.7,7.5
30409,A025406,3000843,ZW25799,MW00000,2015JJ00,568.0,410.0,158.0,41.4,77.0,7.7,15.3
30410,A025406,3000843,ZW25799,MW00000,2018JJ00,636.0,469.0,166.0,41.3,79.0,5.0,16.0
30411,A025406,3000843,ZW25799,MW00000,2021JJ00,587.0,441.0,146.0,37.3,83.4,5.5,11.1
30412,A025406,3000843,ZW25799,MOG0095,2012JJ00,523.0,358.0,160.0,35.6,75.6,8.6,4.5
30413,A025406,3000843,ZW25799,MOG0095,2015JJ00,544.0,387.0,152.0,38.6,71.3,5.0,11.3
30414,A025406,3000843,ZW25799,MOG0095,2018JJ00,596.0,431.0,159.0,38.6,71.5,2.8,10.5
30415,A025406,3000843,ZW25799,MOG0095,2021JJ00,550.0,406.0,138.0,33.9,75.8,3.0,6.5
30416,A025406,3000843,ZW25799,MBG0095,2012JJ00,572.0,405.0,173.0,40.8,85.2,15.6,12.0
30417,A025406,3000843,ZW25799,MBG0095,2015JJ00,592.0,433.0,164.0,44.2,81.9,11.6,20.5
30418,A025406,3000843,ZW25799,MBG0095,2018JJ00,675.0,507.0,173.0,43.9,85.0,8.8,23.5
30419,A025406,3000843,ZW25799,MBG0095,2021JJ00,624.0,475.0,154.0,40.8,88.9,9.9,18.4
30420,A025406,3000843,ZW10412,MW00000,2012JJ00,521.0,350.0,171.0,38.8,82.1,10.7,7.2
30421,A025406,3000843,ZW10412,MW00000,2015JJ00,566.0,397.0,169.0,41.3,74.9,6.2,19.0
30422,A025406,3000843,ZW10412,MW00000,2018JJ00,564.0,392.0,172.0,36.3,80.5,8.8,10.8
30423,A025406,3000843,ZW10412,MW00000,2021JJ00,582.0,427.0,155.0,34.1,85.9,8.4,5.7
30424,A025406,3000843,ZW10412,MOG0095,2012JJ00,512.0,342.0,168.0,37.6,79.8,9.1,5.8
30425,A025406,3000843,ZW10412,MOG0095,2015JJ00,555.0,387.0,166.0,40.0,71.5,4.8,16.2
30426,A025406,3000843,ZW10412,MOG0095,2018JJ00,552.0,381.0,169.0,35.0,77.4,6.9,8.7
30427,A025406,3000843,ZW10412,MOG0095,2021JJ00,568.0,413.0,151.0,32.6,82.6,6.3,3.9
30428,A025406,3000843,ZW10412,MBG0095,2012JJ00,531.0,359.0,174.0,40.0,84.2,12.5,8.9
30429,A025406,3000843,ZW10412,MBG0095,2015JJ00,578.0,408.0,172.0,42.7,77.9,8.0,22.1
30430,A025406,3000843,ZW10412,MBG0095,2018JJ00,576.0,403.0,175.0,37.5,83.2,11.0,13.3
30431,A025406,3000843,ZW10412,MBG0095,2021JJ00,597.0,441.0,160.0,35.6,88.7,11.0,8.2
30432,A025406,3000843,ZW10413,MW00000,2012JJ00,526.0,363.0,163.0,38.9,80.7,11.3,8.0
30433,A025406,3000843,ZW10413,MW00000,2015JJ00,578.0,416.0,162.0,42.1,74.2,7.1,18.7
30434,A025406,3000843,ZW10413,MW00000,2018JJ00,573.0,409.0,164.0,37.8,82.0,6.6,11.4
30435,A025406,3000843,ZW10413,MW00000,2021JJ00,579.0,432.0,147.0,37.1,84.5,6.0,9.5
30436,A025406,3000843,ZW10413,MOG0095,2012JJ00,514.0,352.0,159.0,37.0,77.6,9.2,6.0
30437,A025406,3000843,ZW10413,MOG0095,2015JJ00,563.0,403.0,158.0,40.6,70.7,5.4,15.8
30438,A025406,3000843,ZW10413,MOG0095,2018JJ00,558.0,395.0,161.0,36.5,78.9,5.0,9.2
