ID,Energiedragers,Perioden,TotaalAanbodTPES_1,Winning_2,Invoer_3,Uitvoer_4,NettoInvoer_5,Bunkering_6,Voorraadmutatie_7,StatistischeVerschillen_8,TotaalEnergieverbruik_9,TotaalInzet_10,InzetElektriciteitWKKOmzetting_11,InzetAndereOmzetting_12,TotaalProductie_13,ProductieElektriciteitWKKOmzetting_14,ProductieAndereOmzetting_15,TotaalSaldoEnergieomzetting_16,SaldoElektriciteitWKKOmzetting_17,SaldoAndereOmzetting_18,Totaal_19,ElektriciteitsEnWarmteproductie_20,WinningVanOlieEnGas_21,Cokesfabrieken_22,Hoogovens_23,OlieraffinageInstallaties_24,WaterstofproductieInstallaties_25,OverigeInstallaties_26,VerliezenBijDistributie_27,TotaalFinaalVerbruik_28,Totaal_29,Totaal_30,IJzerEnStaalindustrie_31,ChemieEnFarmaceutischeIndustrie_32,NonFerrometalen_33,Bouwmaterialenindustrie_34,Transportmiddelenindustrie_35,MetaalproductenEnMachineIndustrie_36,DelfstoffenwinningGeenOlieEnGas_37,VoedingsEnGenotmiddelenindustrie_38,PapierEnGrafischeIndustrie_39,Houtindustrie_40,Bouwnijverheid_41,TextielKledingEnLederindustrie_42,OverigeIndustrieEnOnbekend_43,Totaal_44,BinnenlandseLuchtvaart_45,Wegverkeer_46,Railverkeer_47,Pijpleidingen_48,BinnenlandseScheepvaart_49,Onbekend_50,Totaal_51,DienstenAfvalWaterEnReparatie_52,Woningen_53,Landbouw_54,Visserij_55,Onbekend_56,Totaal_57,NijverheidExclusiefDeEnergiesector_58,WaarvanChemieEnPetrochemie_59,Vervoer_60,OverigeAfnemers_61
58,T001027   ,2004JJ00,3410.7,2863.2,7938.7,6586.7,1352.0,758.9,-45.6,4.9,3405.9,4188.3,991.5,3196.8,3633.6,572.7,3061.0,554.7,418.9,135.8,195.6,14.4,33.5,8.2,12.8,123.8,,2.9,24.6,2630.9,2072.3,653.2,35.2,332.5,28.4,31.5,5.4,27.5,7.2,89.2,39.4,3.1,32.3,6.2,15.5,471.2,0.6,451.7,7.4,,11.5,,947.9,310.8,463.3,157.9,12.5,3.4,558.6,553.1,514.6,3.2,
59,T001027   ,2005JJ00,3363.8,2622.0,8322.7,6724.1,1598.5,806.6,-50.1,-14.8,3378.7,4249.8,971.9,3277.8,3711.2,565.4,3145.7,538.6,406.5,132.1,201.6,15.2,33.1,8.1,12.8,129.3,,3.0,24.5,2614.0,2048.6,649.1,34.5,331.8,28.5,31.9,5.0,28.0,5.6,88.2,38.5,3.3,33.4,5.1,15.1,474.1,0.6,453.8,7.2,,12.5,,925.3,297.0,450.8,161.8,12.3,3.5,565.4,558.6,518.9,4.0,
60,T001027   ,2006JJ00,3323.7,2583.6,8599.1,6963.8,1635.3,852.1,-43.1,2.7,3321.0,4158.7,949.9,3208.9,3649.0,563.6,3085.3,509.8,386.2,123.5,191.0,15.1,29.2,7.8,12.4,123.9,,2.7,24.7,2595.5,2037.1,633.7,34.9,321.6,25.8,32.0,4.6,26.9,6.1,87.6,37.9,3.0,33.2,4.7,15.4,488.8,0.5,468.0,7.2,,13.1,,914.6,302.0,455.3,142.5,11.6,3.2,558.4,552.3,513.2,3.7,
61,T001027   ,2007JJ00,3316.2,2532.0,8434.9,6832.6,1602.3,870.5,52.4,-3.2,3319.4,4157.0,994.5,3162.5,3625.5,593.6,3031.8,531.6,400.9,130.7,205.2,15.3,25.2,8.2,12.6,140.9,,2.9,23.6,2559.0,2000.2,639.0,34.4,328.7,27.3,33.6,4.6,24.8,5.7,86.8,36.8,3.2,33.5,4.8,15.0,494.4,0.6,472.6,7.1,,14.1,,866.7,291.8,418.7,143.0,10.1,3.1,558.8,550.2,514.2,3.0,
62,T001027   ,2008JJ00,3283.6,2845.5,8666.1,7287.5,1378.5,844.4,-96.0,-5.9,3289.5,4135.6,1025.4,3110.2,3616.6,614.8,3001.8,519.0,410.6,108.4,197.0,15.6,27.3,8.3,13.4,129.1,,3.3,23.4,2550.0,2038.2,616.9,33.6,305.4,28.6,33.3,5.4,25.6,9.2,83.1,34.5,3.1,34.9,4.6,15.7,498.3,0.6,476.1,7.3,,14.4,,923.0,304.2,462.4,144.0,9.3,3.1,511.8,505.3,470.4,3.4,
63,T001027   ,2009JJ00,3239.0,2646.1,8656.9,7306.4,1350.4,759.2,1.6,-16.5,3255.4,4126.1,1043.9,3082.2,3596.2,625.1,2971.2,529.9,418.9,111.1,191.8,16.5,30.0,6.4,10.9,124.8,,3.3,22.8,2510.9,1972.6,557.8,29.1,288.9,18.1,30.2,5.5,27.1,3.3,72.0,28.3,3.3,35.1,4.3,12.5,483.0,0.5,460.5,7.3,,14.7,,931.8,312.8,462.9,144.1,8.8,3.2,538.3,511.4,483.6,2.8,
64,T001027   ,2010JJ00,3472.9,2990.2,9149.7,7956.5,1193.2,723.0,12.5,-15.9,3488.8,4404.5,1092.2,3312.3,3863.0,664.3,3198.7,541.5,427.9,113.6,198.0,14.8,33.0,7.8,12.1,127.2,,3.1,24.4,2724.8,2121.9,601.1,34.7,312.2,22.1,31.1,5.6,27.5,9.8,75.4,29.5,3.1,32.6,4.8,12.7,485.9,0.6,461.2,7.7,,16.3,,1034.9,333.2,523.7,163.9,9.2,4.8,602.9,561.0,531.5,2.9,
65,T001027   ,2011JJ00,3237.5,2794.1,8808.6,7691.1,1117.5,773.2,99.2,-16.6,3254.1,4240.4,1029.0,3211.4,3732.1,637.3,3094.7,508.3,391.7,116.7,210.4,15.2,32.1,7.7,12.1,140.1,,3.2,22.6,2512.8,1957.6,578.1,34.3,297.4,26.5,27.6,4.0,21.6,5.8,79.4,27.4,2.7,33.1,4.2,14.1,491.0,0.6,466.2,7.6,,16.5,,888.5,299.9,431.7,144.4,8.5,4.0,555.2,514.5,489.6,2.7,
66,T001027   ,2012JJ00,3251.5,2787.4,9460.2,8186.5,1273.7,716.9,-92.8,-12.0,3263.5,4306.4,969.6,3336.8,3806.9,596.8,3210.0,499.5,372.8,126.7,202.1,14.6,34.2,7.5,11.5,130.4,,4.0,21.7,2540.1,1967.8,569.6,33.0,307.5,14.0,25.5,3.9,22.5,6.2,77.4,27.5,2.7,31.1,4.2,14.1,469.8,0.6,446.4,7.4,,15.3,,928.4,312.3,456.2,149.0,7.5,3.4,572.3,536.4,514.9,2.3,
67,T001027   ,2013JJ00,3166.0,2942.2,9112.6,8207.6,905.0,695.8,14.6,-23.6,3189.6,4241.2,949.7,3291.6,3760.5,587.2,3173.3,480.8,362.5,118.3,202.4,15.0,40.0,7.7,11.1,124.1,,4.3,22.6,2483.8,1961.5,559.9,33.0,300.9,14.3,23.7,4.2,21.5,5.9,76.5,27.5,2.4,32.0,4.3,13.6,448.3,0.6,424.2,7.3,,16.2,,953.3,312.9,479.1,149.3,8.3,3.7,522.4,507.8,486.0,2.2,
68,T001027   ,2014JJ00,3011.1,2553.7,9335.0,8102.2,1232.9,689.8,-85.7,-24.6,3035.7,4379.7,953.9,3425.7,3860.4,570.9,3289.5,519.3,383.1,136.2,200.0,16.7,36.1,8.0,10.9,123.5,,4.7,21.8,2294.6,1771.0,541.7,32.7,296.5,9.4,23.8,4.3,20.7,3.8,75.7,24.3,2.8,31.2,3.7,12.9,416.4,0.5,394.7,7.1,,14.1,,812.9,278.3,382.8,139.6,8.3,3.8,523.6,504.7,473.4,2.3,
69,T001027   ,2015JJ00,3070.2,2035.2,10281.0,8448.6,1832.4,659.5,-137.8,-19.0,3089.2,4651.1,997.1,3654.0,4108.7,584.0,3524.8,542.3,413.1,129.2,210.3,16.1,34.8,9.3,10.9,134.3,,5.0,27.2,2309.4,1800.5,542.8,32.9,285.8,9.5,27.2,4.3,21.1,4.8,81.0,25.5,2.9,30.5,4.2,13.0,412.7,0.4,389.6,7.2,,15.5,,845.0,287.3,399.1,147.4,7.8,3.4,508.9,505.1,476.3,2.3,1.4
70,T001027   ,2016JJ00,3125.2,1958.4,10292.8,8590.5,1702.3,660.4,124.9,-9.1,3134.2,4824.4,1000.6,3823.8,4300.4,593.4,3707.0,523.9,407.2,116.8,205.4,14.8,34.1,9.2,10.9,130.5,,5.9,28.3,2376.6,1843.5,572.9,34.1,307.1,10.1,28.4,4.2,22.0,4.9,82.2,25.7,2.9,32.8,4.1,14.1,411.8,0.4,389.5,7.4,,14.5,,858.7,288.2,410.8,149.6,6.8,3.4,533.1,529.0,503.9,2.6,1.5
71,T001027   ,2017JJ00,3148.5,1755.3,10474.7,8501.6,1973.1,656.1,76.2,-2.8,3151.3,4860.3,991.4,3868.9,4355.2,602.8,3752.4,505.1,388.6,116.4,198.0,13.4,35.5,9.1,10.7,125.4,,3.9,28.0,2420.2,1850.1,572.1,35.2,304.4,10.4,28.0,4.3,22.5,4.9,83.3,26.4,2.5,32.4,3.9,13.9,426.6,0.4,404.7,7.3,,14.1,,851.3,291.4,401.2,149.8,5.7,3.2,570.1,560.3,536.5,2.8,7.0
72,T001027   ,2018JJ00,3096.7,1563.2,10392.0,8154.9,2237.1,639.6,-63.9,4.2,3092.5,5130.5,942.0,4188.5,4662.9,582.6,4080.3,467.6,359.4,108.2,203.7,12.7,34.3,9.3,12.5,130.6,,4.3,27.4,2393.8,1862.5,566.9,32.8,297.8,11.1,28.8,4.8,22.0,5.1,85.3,25.4,2.9,32.8,3.9,14.2,436.9,0.4,414.8,7.4,,14.2,,858.8,288.5,399.8,161.8,5.5,3.1,531.2,526.9,504.7,2.7,1.6
73,T001027   ,2019JJ00,3043.4,1409.2,10311.4,7947.1,2364.3,645.2,-85.0,4.2,3039.2,5444.9,967.2,4477.7,4974.1,611.9,4362.2,470.8,355.3,115.5,215.4,12.8,29.6,9.0,12.2,146.6,,5.3,26.6,2326.5,1829.6,551.8,31.8,292.9,12.6,26.1,4.5,21.9,4.7,82.4,23.9,2.8,30.6,4.3,13.4,436.3,0.4,415.2,7.4,,13.2,,841.5,279.7,390.6,161.8,6.1,3.2,496.8,492.4,469.9,2.8,1.6
74,T001027   ,2020JJ00,2946.5,1173.3,9332.3,6916.8,2415.5,590.3,-52.0,20.0,2926.5,4749.4,946.8,3802.6,4312.6,615.4,3697.3,436.8,331.5,105.3,193.4,12.4,29.1,8.6,10.2,128.5,,4.7,25.6,2270.7,1733.9,548.4,29.6,297.1,12.3,24.8,4.1,20.8,4.1,81.3,23.5,3.0,30.9,4.1,12.8,370.3,0.3,353.0,6.7,,10.2,,815.3,266.3,381.4,157.6,6.8,3.1,536.8,532.5,512.3,2.7,1.6
75,T001027   ,2021JJ00,3033.2,1128.8,9907.9,7887.7,2020.2,580.5,464.7,10.2,3023.0,5064.4,943.9,4120.5,4604.0,613.3,3990.7,460.5,330.6,129.8,208.0,15.3,28.5,8.6,12.2,137.7,,5.8,25.9,2328.6,1792.8,549.3,31.5,296.4,10.7,24.8,4.3,22.0,5.0,80.8,21.4,3.9,31.0,4.1,13.4,377.3,0.4,358.9,6.7,,11.3,,866.2,278.9,422.3,155.9,5.8,3.4,535.8,517.8,501.7,2.7,15.4
76,T001027   ,2022JJ00,2701.0,1034.6,10369.7,7723.4,2646.3,617.7,-362.2,-0.9,2701.9,5079.3,902.8,4176.5,4638.8,592.6,4046.2,440.4,310.2,130.3,191.0,15.5,24.3,8.5,9.4,129.0,,4.3,25.5,2045.1,1613.9,504.9,31.2,267.4,6.6,23.0,3.8,19.0,5.1,78.2,20.5,2.9,30.8,3.7,12.7,375.2,0.4,356.0,7.0,,11.9,,733.7,263.8,343.3,118.2,4.5,3.9,431.2,426.9,414.4,2.7,1.5
77,T001027   ,2023JJ00,2609.1,882.3,9908.6,7654.9,2253.8,587.4,60.3,0.8,2608.3,4919.4,846.9,4072.5,4544.8,582.8,3962.0,374.6,264.1,110.5,183.2,13.7,19.5,8.1,6.8,131.2,,3.8,25.8,2024.7,1577.2,478.9,28.0,257.7,5.7,20.5,3.4,18.8,4.6,75.4,17.4,2.6,29.6,3.9,11.2,394.2,0.4,374.0,7.0,,12.8,,704.1,256.9,321.2,117.3,4.6,4.0,447.5,443.2,431.5,2.7,1.5
78,T001027   ,2024JJ00,2629.6,844.2,9587.6,7299.3,2288.3,631.5,128.6,11.2,2618.4,4692.2,827.8,3864.5,4309.6,590.3,3719.3,382.6,237.5,145.1,181.7,13.0,19.8,8.1,9.3,116.6,11.3,3.7,25.1,2029.0,1570.7,466.3,33.5,241.0,4.9,19.2,2.8,19.0,4.5,76.6,18.3,2.7,28.3,3.3,12.2,393.3,0.4,371.4,7.1,,14.4,,711.1,255.6,321.9,125.9,4.5,3.1,458.3,454.0,438.9,2.8,1.6
79,E006459   ,1946JJ00,305.0,241.0,94.0,13.0,81.0,5.0,-12.0,,305.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,E006459   ,1947JJ00,367.0,290.0,115.0,16.0,99.0,7.0,-15.0,,367.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,E006459   ,1948JJ00,392.0,310.0,112.0,28.0,85.0,8.0,5.0,,392.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,E006459   ,1949JJ00,417.0,327.0,131.0,29.0,102.0,10.0,-2.0,,417.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,E006459   ,1950JJ00,456.0,341.0,153.0,33.0,120.0,11.0,7.0,,456.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,E006459   ,1951JJ00,474.0,348.0,175.0,36.0,139.0,10.0,-3.0,,474.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,E006459   ,1952JJ00,462.0,350.0,180.0,42.0,138.0,8.0,-18.0,,462.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,E006459   ,1953JJ00,473.0,344.0,178.0,48.0,129.0,6.0,6.0,,473.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,E006459   ,1954JJ00,485.0,336.0,236.0,80.0,156.0,5.0,-2.0,,485.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,E006459   ,1955JJ00,493.0,333.0,263.0,90.0,174.0,7.0,-7.0,,493.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,E006459   ,1956JJ00,513.0,332.0,288.0,95.0,193.0,6.0,-6.0,,513.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,E006459   ,1957JJ00,474.0,320.0,289.0,99.0,190.0,5.0,-31.0,,474.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,E006459   ,1958JJ00,450.0,333.0,230.0,98.0,132.0,2.0,-13.0,,450.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,E006459   ,1959JJ00,426.0,334.0,214.0,126.0,88.0,1.0,5.0,,426.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,E006459   ,1960JJ00,439.6,351.0,210.9,139.6,71.3,1.1,18.3,2.2,437.4,387.5,155.7,231.8,248.7,,248.7,138.8,155.7,-16.9,54.7,,,33.3,,,,21.4,0.6,243.3,243.4,73.0,12.3,6.7,,,,,,,,,,,53.7,1.9,,,0.3,,1.6,,168.5,3.0,137.5,,,28.0,,,,,
94,E006459   ,1961JJ00,431.2,353.8,216.5,149.4,67.1,0.8,11.1,0.5,430.7,402.3,163.7,238.6,251.0,,251.0,151.3,163.7,-12.4,52.1,,,31.9,,,,20.2,0.7,226.6,226.5,59.3,13.1,6.7,,0.3,,,,,,,,,39.2,1.6,,,0.3,,1.3,,165.6,3.0,137.2,,,25.5,,,,,
95,E006459   ,1962JJ00,457.6,324.2,262.8,144.4,118.4,0.1,15.1,0.9,456.7,400.1,170.0,230.1,245.8,,245.8,154.3,170.0,-15.7,50.6,,,32.2,,,,18.4,0.7,251.1,251.0,59.2,12.7,5.7,,0.3,,,,,,,,,40.6,1.3,,,0.3,,1.0,,190.5,3.4,157.7,,,29.4,,,,,
96,E006459   ,1963JJ00,469.8,322.9,293.7,146.7,147.0,,0.1,2.9,466.9,391.4,165.2,226.2,252.1,,252.1,139.3,165.2,-25.9,45.5,,,26.4,,,,19.1,0.4,281.7,281.7,62.9,13.1,5.7,,0.2,,,,,,,,,44.0,1.1,,,0.3,,0.8,,217.7,3.6,188.2,,,25.9,,,,,
97,E006459   ,1964JJ00,415.4,324.7,255.0,143.7,111.3,,-20.9,4.6,410.8,387.0,153.8,233.2,254.9,,254.9,132.1,153.8,-21.7,44.5,,,25.9,,,,18.6,0.8,233.4,233.4,57.0,15.2,6.6,,0.4,,,,,,,,,34.8,1.0,,,0.3,,0.7,,175.4,3.5,155.7,,,16.2,,,,,
98,E006459   ,1965JJ00,378.8,321.6,213.2,146.9,66.3,,-9.4,2.6,376.2,382.9,146.7,236.2,243.7,,243.7,139.2,146.7,-7.5,41.8,,,23.4,,,,18.4,0.9,194.3,194.2,47.1,13.2,6.5,,0.4,,,,,,,,,27.0,1.0,,,0.2,,0.8,,146.1,3.4,128.6,,,14.1,,,,,
99,E006459   ,1966JJ00,351.5,282.8,198.8,124.6,74.2,,-5.4,-0.9,352.4,367.3,147.7,219.6,207.9,,207.9,159.4,147.7,11.7,35.0,,,19.0,,,,16.0,0.8,157.2,157.3,37.5,12.0,8.7,,0.4,,,,,,,,,16.4,0.4,,,0.1,,0.3,,119.4,2.2,104.5,,,12.7,,,,,
100,E006459   ,1967JJ00,323.9,226.5,203.5,130.7,72.8,,24.4,2.4,321.5,362.1,157.2,204.9,172.3,,172.3,189.8,157.2,32.6,24.4,,,14.7,,,,9.7,0.6,106.7,106.7,25.3,6.7,6.5,,0.3,,,,,,,,,12.0,0.1,,,0.1,,0.1,,81.3,1.1,73.1,,,7.1,,,,,
101,E006459   ,1968JJ00,297.2,188.1,212.5,118.2,94.3,,14.6,-0.8,298.0,341.1,158.8,182.3,152.0,,152.0,189.1,158.8,30.3,17.0,,,10.1,,,,6.9,0.6,91.3,91.4,24.9,8.0,5.8,,0.3,,,,,,,,,10.9,0.1,,,0.1,,,,66.4,0.2,60.8,,,5.4,,,,,
102,E006459   ,1969JJ00,270.8,158.3,192.6,91.2,101.4,,11.2,0.6,270.2,284.1,124.6,159.5,124.6,,124.6,159.5,124.6,34.9,18.9,,,12.8,,,,6.1,0.4,91.4,91.4,28.1,13.0,9.8,,0.4,,,,,,,,,5.0,0.1,,,0.1,,,,63.2,0.0,60.2,,,3.0,,,,,
103,E006459   ,1970JJ00,208.7,124.5,169.8,85.2,84.6,,-0.5,0.2,208.5,239.6,83.8,155.8,120.4,,120.4,119.2,83.8,35.4,17.6,,,13.7,,,,3.9,0.4,71.3,71.3,29.6,11.4,9.6,,0.3,,,,,,,,,8.3,0.3,,,0.3,,,,41.4,,40.4,,,1.0,,,,,
104,E006459   ,1971JJ00,149.0,104.0,123.6,68.1,55.5,,-10.4,0.0,149.0,190.2,45.8,144.4,112.0,,112.0,78.2,45.8,32.4,17.5,,,15.0,,,,2.5,0.8,52.5,52.5,28.4,12.9,8.0,1.0,0.4,,0.6,,0.5,,,,0.0,5.1,0.3,,,0.3,,,,23.8,,21.5,,,2.4,,,,,
105,E006459   ,1972JJ00,125.0,80.6,111.2,70.7,40.5,,3.9,-0.4,125.4,175.8,38.2,137.6,113.9,,113.9,61.9,38.2,23.7,17.1,,,15.6,,,,1.5,1.5,44.9,45.0,26.8,14.4,7.8,0.3,0.6,,0.6,,0.5,,,,,2.7,0.3,,,0.3,,,,17.9,,16.4,,,1.5,,,,,
106,E006459   ,1973JJ00,126.3,50.1,128.8,60.6,68.2,,8.1,-1.8,128.1,201.0,33.0,168.0,143.3,,143.3,57.7,33.0,24.7,24.9,,,24.1,,,,0.8,1.4,44.1,44.0,30.2,18.4,7.2,0.5,0.5,,0.2,,0.5,,,,,2.8,,,,,,,,13.8,,10.2,,,3.6,,,,,
107,E006459   ,1974JJ00,127.1,21.9,138.4,44.2,94.2,,10.9,9.5,117.6,191.7,25.4,166.3,138.9,,138.9,52.8,25.4,27.4,24.7,,,24.2,,,,0.5,1.4,38.7,38.7,29.5,18.0,8.4,0.1,0.5,,0.1,,0.4,,,,,1.9,,,,,,,,9.2,,6.6,,,2.6,,,,,
108,E006459   ,1975JJ00,98.4,,123.3,20.3,103.0,,-4.4,-0.4,98.8,178.6,18.5,160.1,131.7,,131.7,46.9,18.5,28.4,24.0,,,24.0,,,,,,27.9,27.8,23.1,14.4,6.2,0.2,0.5,,0.1,,0.5,,,,,1.4,,,,,,,,4.7,,3.2,,,1.5,,,,,
109,E006459   ,1976JJ00,103.3,,136.6,31.5,105.1,,-1.7,-11.8,115.1,200.0,42.6,157.4,122.8,,122.8,77.2,42.6,34.6,8.4,,,8.3,,,,0.1,0.0,29.5,29.6,26.4,17.1,6.6,,0.4,,1.0,,0.6,,,0.4,,0.3,,,,,,,,3.2,,2.1,,,1.0,,,,,
110,E006459   ,1977JJ00,105.9,,139.2,33.7,105.5,,0.5,-16.6,122.5,196.7,54.1,142.6,109.4,,109.4,87.3,54.1,33.2,7.9,,,7.9,,,,,,27.3,27.3,24.1,15.0,5.8,,1.3,,0.7,,0.6,,,0.4,,0.3,,,,,,,,3.2,,2.0,,,1.2,,,,,
111,E006459   ,1978JJ00,125.9,,150.9,32.9,118.0,,7.7,-10.7,136.6,203.9,55.6,148.3,105.3,,105.3,98.6,55.6,43.0,7.7,,,7.7,,,,,,30.3,30.4,27.6,17.9,5.8,,2.4,,0.8,,0.5,,,0.1,,0.1,,,,,,,,2.8,,1.8,,,1.0,,,,,
112,E006459   ,1979JJ00,142.9,,196.1,45.7,150.4,,-7.4,8.7,134.2,209.7,44.1,165.6,119.1,,119.1,90.6,44.1,46.5,8.4,,,8.4,,,,,,35.2,35.3,32.2,19.4,6.2,,4.8,,0.9,,0.5,,,0.1,,,,,,,,,,3.1,,1.7,,,1.4,,,,,
113,E006459   ,1980JJ00,162.4,,217.3,58.0,159.3,,3.3,-3.7,166.1,239.5,73.0,166.5,112.7,,112.7,126.8,73.0,53.8,8.2,,,8.2,,,,,,31.1,31.2,27.8,16.7,5.0,,4.5,,0.9,,0.5,,,0.2,,0.0,,,,,,,,3.4,,1.9,,,1.6,,,,,
114,E006459   ,1981JJ00,185.9,,254.1,47.9,206.2,,-20.1,-6.7,192.6,260.7,92.9,167.8,106.4,,106.4,154.3,92.9,61.4,7.4,,,7.4,,,,,,30.9,30.9,28.0,18.2,4.4,,4.2,,0.5,,0.6,,,0.1,,,,,,,,,,2.9,,1.9,,,0.9,,,,,
115,E006459   ,1982JJ00,149.2,,240.2,35.8,204.4,,-55.3,-52.4,201.6,267.3,120.4,146.9,108.8,,108.8,158.5,120.4,38.1,8.4,,,8.4,,,,,,34.7,34.7,32.2,19.5,7.5,0.0,3.8,,0.4,,1.1,,,,,,,,,,,,,2.5,,1.6,,,0.9,,,,,
116,E006459   ,1983JJ00,206.8,2.7,214.7,39.6,175.1,,29.0,0.0,206.8,263.7,126.1,137.6,98.4,,98.4,165.3,126.1,39.2,7.3,,,7.3,,,,,,34.2,34.2,31.9,20.8,5.5,,4.1,,0.4,,1.0,,,,,0.1,,,,,,,,2.3,,1.7,,,0.6,,,,,
117,E006459   ,1984JJ00,260.2,2.7,308.5,57.0,251.5,,5.8,10.3,249.9,322.5,144.0,178.5,126.7,,126.7,195.8,144.0,51.8,9.0,,,9.0,,,,,,45.1,45.0,43.0,24.3,12.8,0.0,4.3,,0.4,,1.0,,,,0.0,0.0,,,,,,,,2.0,,1.0,,,1.0,,,,,
118,E006459   ,1985JJ00,260.1,2.4,316.6,60.9,255.7,,1.8,10.2,249.9,328.9,140.8,188.1,135.2,,135.2,193.7,140.8,52.9,10.0,,,10.0,,,,,,46.2,46.2,42.6,23.7,13.1,0.1,4.2,,0.4,,1.2,,,,0.0,,,,,,,,,3.6,,1.4,,,2.2,,,,,
119,E006459   ,1986JJ00,259.5,1.9,332.3,82.0,250.3,,7.3,2.1,257.4,336.1,152.3,183.8,132.3,,132.3,203.8,152.3,51.5,10.0,,,10.0,,,,,,43.6,43.6,39.8,22.0,11.2,0.0,3.5,,0.7,,2.2,,,,,0.1,,,,,,,,3.8,,2.1,,,1.8,,,,,
120,E006459   ,1987JJ00,267.1,,344.8,68.4,276.4,,-9.4,-5.8,272.9,341.4,167.1,174.3,125.8,,125.8,215.6,167.1,48.5,9.2,,,9.2,,,,,,48.1,48.2,44.5,21.2,13.3,0.1,3.4,,1.4,,5.0,,,,,0.0,,,,,,,,3.7,,1.8,,,1.8,,,,,
121,E006459   ,1988JJ00,318.8,,389.7,70.3,319.4,,-0.5,-7.9,326.7,401.0,211.9,189.1,134.2,,134.2,266.8,211.9,54.9,9.6,,,9.6,,,,,,50.3,50.3,47.1,25.4,15.1,0.0,3.1,,0.9,,2.1,,,,0.0,0.3,,,,,,,,3.2,,1.2,,,2.0,,,,,
122,E006459   ,1989JJ00,323.1,,376.1,50.7,325.4,,-2.1,-9.3,332.4,402.8,212.2,190.6,134.6,,134.6,268.2,212.2,56.0,9.8,,,9.8,,,,,,54.4,48.6,46.6,31.9,10.3,,2.1,,0.2,,1.9,,,,0.0,0.0,,,,,,,,2.0,,0.8,,,1.2,5.8,5.8,,,
123,E006459   ,1990JJ00,366.9,,389.5,24.7,364.8,,2.0,0.0,366.9,436.5,256.5,180.1,133.3,,133.3,303.2,256.5,46.7,21.1,,,9.6,11.5,,,,,42.6,31.5,30.9,14.5,10.0,,3.3,,0.2,0.1,2.4,,,,,0.4,,,,,,,,0.7,0.0,0.6,,,,11.1,11.1,8.4,,
124,E006459   ,1991JJ00,335.6,,367.9,32.1,335.7,,-0.1,,335.6,418.1,234.0,184.1,140.9,,140.9,277.3,234.0,43.3,23.3,,,10.4,12.8,,,,,35.0,25.3,24.8,10.2,9.4,,2.7,,0.2,0.1,1.8,,,,,0.3,,,,,,,,0.5,0.0,0.5,,,,9.8,9.8,7.3,,
125,E006459   ,1992JJ00,335.3,,370.1,34.6,335.5,,-0.2,0.0,335.3,426.5,239.5,187.0,141.9,,141.9,284.6,239.5,45.1,23.9,,,10.4,13.5,,,,,26.7,16.8,16.3,9.8,1.7,,2.3,,0.3,0.1,1.8,,,,,0.3,,,,,,,,0.5,0.0,0.5,,,,9.9,9.9,7.4,,
126,E006459   ,1993JJ00,336.6,,361.1,27.3,333.8,,2.8,0.0,336.6,429.5,236.2,193.3,144.6,,144.6,284.9,236.2,48.7,24.5,,,10.3,14.2,,,,,27.2,17.5,17.1,11.0,1.1,,2.3,,,0.1,2.3,,,,,0.2,,,,,,,,0.4,0.0,0.4,,,,9.7,9.7,7.3,,
127,E006459   ,1994JJ00,367.2,,398.6,29.2,369.4,,-2.3,0.0,367.2,463.7,259.4,204.3,144.3,,144.3,319.4,259.4,60.0,23.7,,,10.3,13.3,,,,,24.1,14.5,14.2,10.1,0.3,,2.1,,,0.1,1.5,,,,,0.2,,,,,,,,0.3,0.0,0.3,,,,9.5,9.5,7.4,,
