ID,Toepassingsgroepen,TeeltsectorenEnGewassen,Perioden,AantalBedrijven_1,PercentageBedrijven_2,GrootteOppervlakte_3,PercentageOppervlakte_4,Januari_5,Februari_6,Maart_7,April_8,Mei_9,Juni_10,Juli_11,Augustus_12,September_13,Oktober_14,November_15,December_16,Totaal_17,Januari_18,Februari_19,Maart_20,April_21,Mei_22,Juni_23,Juli_24,Augustus_25,September_26,Oktober_27,November_28,December_29,GebruikPerJaarPerHectare_30,DoseringPerJaarPerHectare_31
395,A028298,A042228,2016JJ00,,,21241,90.3,5.1,3.7,21.6,73.2,83.2,83.3,46.1,29.9,31.0,24.6,6.8,3.3,10000,0.3,0.6,4.2,26.6,22.9,26.0,7.0,4.5,5.0,2.1,0.8,0.1,0.4,0.5
396,A028298,A044083,2012JJ00,,,3268,96.3,69.6,68.3,71.1,71.4,74.1,72.6,84.6,73.8,73.0,74.0,70.8,67.8,21530,7.7,6.7,5.9,6.6,7.1,7.6,14.5,9.8,9.8,8.8,8.1,7.4,6.3,6.6
397,A028298,A044083,2016JJ00,,,2761,96.4,71.7,76.1,77.5,79.8,80.2,86.7,79.5,78.5,79.5,74.0,69.1,67.3,16803,7.7,5.4,5.7,5.7,8.5,18.7,7.9,7.5,8.7,8.6,7.8,7.8,5.9,6.1
398,A028298,A042259,2012JJ00,,,13151,79.7,7.7,7.1,13.1,18.3,56.5,58.0,64.1,54.2,26.5,17.3,14.7,14.6,3458,2.7,1.1,5.5,6.0,18.1,17.2,27.1,10.9,5.5,2.6,1.4,1.7,0.2,0.3
399,A028298,A042259,2016JJ00,,,10444,61.4,2.6,2.8,5.0,17.8,40.7,43.4,42.4,35.2,23.8,8.6,2.2,1.8,2106,0.7,0.1,0.8,4.8,16.5,35.3,18.1,12.7,6.8,3.3,0.5,0.4,0.1,0.2
400,A028298,A042340,2012JJ00,26.0,19.7,13,19.7,2.1,2.1,2.8,3.1,3.1,6.8,5.4,11.4,11.4,15.7,12.7,12.6,3,5.7,7.1,5.7,7.5,9.5,10.6,12.2,16.3,5.0,9.0,7.1,4.3,0.0,0.2
401,A028298,A042340,2016JJ00,20.0,17.5,14,24.2,23.1,23.1,23.1,19.3,19.3,19.3,25.7,25.7,25.7,22.0,22.0,6.0,2,3.9,2.2,2.3,6.6,9.5,9.9,9.8,15.5,12.7,11.9,10.5,5.3,0.0,0.1
402,A028298,T001322,2012JJ00,,,15231,94.5,29.1,29.1,52.9,48.4,78.1,69.4,71.6,41.2,8.1,18.6,17.2,17.2,5966,0.0,0.1,6.2,16.5,43.0,11.4,11.2,5.2,0.2,2.8,2.7,0.7,0.4,0.4
403,A028298,T001322,2016JJ00,,,14681,87.4,2.3,0.5,5.8,48.4,77.5,72.8,57.1,12.7,9.7,7.3,1.7,0.0,5944,0.0,0.0,1.0,15.1,45.6,27.9,7.4,0.4,1.4,0.8,0.4,0.0,0.4,0.4
404,A028298,A042271,2012JJ00,,,3822,97.6,42.9,42.6,51.5,59.5,76.3,76.0,81.8,83.3,82.1,66.9,32.5,37.1,10758,2.2,4.5,6.7,7.6,11.7,12.3,13.7,13.2,14.6,7.9,1.7,3.9,2.7,2.8
405,A028298,A042271,2016JJ00,,,3829,97.9,45.6,42.4,52.8,67.1,73.8,78.6,75.1,75.6,80.3,69.8,47.0,54.7,18824,4.0,9.1,4.6,6.3,9.2,11.9,12.9,9.1,18.9,5.9,4.1,4.0,4.8,4.9
406,A028298,A042269,2012JJ00,,,23193,66.5,0.1,0.1,3.7,6.0,21.9,31.1,38.1,46.1,34.5,21.5,14.6,3.4,8906,0.0,0.0,6.2,7.5,28.7,8.4,8.8,18.4,19.3,2.5,0.3,0.0,0.3,0.4
407,A028298,A042269,2016JJ00,,,23779,67.2,0.6,0.0,2.0,10.6,24.9,37.9,43.2,44.7,30.0,14.7,2.2,0.7,6331,0.1,0.0,0.5,5.3,7.8,19.8,24.2,28.6,11.8,1.7,0.1,0.2,0.2,0.3
408,A028298,A042276,2012JJ00,277.0,98.2,288,99.9,26.9,79.0,75.9,57.7,38.9,27.8,22.9,52.0,70.7,53.3,50.5,39.1,404,3.0,14.1,16.2,12.4,2.5,1.8,1.6,4.6,20.1,8.3,6.2,9.3,1.4,1.4
409,A028298,A042276,2016JJ00,236.0,93.4,330,98.3,56.0,74.2,80.5,74.2,64.4,41.9,31.6,54.6,70.3,64.3,61.0,48.9,3146,4.2,40.4,8.9,2.1,1.6,1.6,0.3,4.2,21.2,3.2,8.5,3.7,9.4,9.5
410,A028298,A042278,2012JJ00,312.0,72.9,1372,92.2,0.0,3.5,3.5,21.9,88.2,84.2,84.2,84.1,5.0,0.0,0.0,0.0,560,0.0,0.0,0.6,0.7,9.6,37.6,30.5,20.9,0.1,0.0,0.0,0.0,0.4,0.4
411,A028298,A042278,2016JJ00,250.0,75.3,1295,95.2,0.0,0.0,25.7,59.5,77.0,77.6,86.6,66.9,13.0,12.7,0.0,0.0,218,0.0,0.0,3.0,18.2,26.4,12.8,14.4,13.3,11.5,0.3,0.0,0.0,0.2,0.2
412,A028298,A044051,2012JJ00,1195.0,85.7,7364,92.7,23.9,23.9,65.4,55.6,86.9,78.4,86.4,57.1,3.8,7.0,7.0,7.0,3799,0.1,0.2,8.1,17.2,35.3,10.6,12.7,7.3,0.1,3.5,4.1,1.1,0.5,0.5
413,A028298,A044051,2016JJ00,944.0,87.0,6515,88.7,3.6,1.1,7.3,62.0,87.2,79.5,56.1,16.3,7.0,4.9,2.4,0.0,3022,0.0,0.0,1.2,16.7,47.1,24.9,8.2,0.6,0.3,0.6,0.3,0.0,0.4,0.5
414,A028298,A042297,2012JJ00,324.0,45.4,1090,37.7,0.0,0.0,0.5,0.0,4.6,28.6,43.1,31.3,2.4,0.0,0.0,0.0,30,0.0,0.0,1.1,0.0,2.0,22.2,37.2,34.7,2.8,0.0,0.0,0.0,0.0,0.0
415,A028298,A042297,2016JJ00,340.0,52.8,2535,66.8,0.0,0.0,0.0,7.0,23.2,45.8,43.5,36.0,11.1,0.0,0.0,0.0,300,0.0,0.0,0.0,3.2,6.5,25.9,29.9,30.7,3.8,0.0,0.0,0.0,0.1,0.1
416,A028298,A042256,2012JJ00,280.0,88.6,450,92.8,79.0,77.9,81.5,80.6,73.0,73.2,71.7,65.3,68.1,78.1,74.7,67.6,1949,6.8,7.3,7.4,8.0,8.4,10.4,12.5,8.7,9.4,9.0,8.4,3.5,4.0,4.3
417,A028298,A042256,2016JJ00,232.0,96.3,386,98.6,71.4,71.8,77.7,76.9,77.3,94.4,80.0,78.6,81.5,71.6,78.7,70.8,1280,6.0,5.8,6.1,6.3,6.9,18.3,10.5,9.1,9.6,9.0,7.0,5.3,3.3,3.3
418,A028298,A042329,2012JJ00,249.0,84.0,2029,90.2,0.0,0.0,9.4,8.7,11.0,52.8,70.2,76.5,50.6,19.7,11.6,10.9,115,0.0,0.0,1.6,2.6,35.4,7.7,17.4,27.9,5.9,1.5,0.0,0.0,0.1,0.1
419,A028298,A042329,2016JJ00,154.0,77.2,1796,84.9,7.0,0.0,5.3,26.1,61.0,69.0,81.4,85.4,66.0,13.5,3.4,0.1,428,0.7,0.0,0.4,1.1,6.2,41.9,16.6,18.7,13.6,0.7,0.0,0.0,0.2,0.2
420,A028298,A042226,2012JJ00,825.0,61.3,1970,67.7,18.6,15.4,18.9,26.4,35.0,42.2,52.4,31.9,18.2,20.6,20.5,20.5,1024,2.5,0.9,2.3,6.9,23.8,19.9,29.2,6.7,3.4,3.2,0.7,0.5,0.4,0.5
421,A028298,A042226,2016JJ00,603.0,57.5,1551,56.3,5.9,6.1,9.4,21.9,36.1,36.4,33.9,36.6,28.7,9.4,2.9,2.9,676,2.1,0.1,1.8,4.6,13.9,35.8,15.1,14.0,7.8,4.9,0.0,0.0,0.2,0.4
422,A028298,A042260,2012JJ00,397.0,59.4,2407,90.2,5.5,5.5,5.5,21.8,62.6,69.9,63.1,49.0,23.7,13.6,0.0,0.0,232,0.6,1.6,3.4,7.7,15.5,26.5,30.4,12.6,1.7,0.0,0.0,0.0,0.1,0.1
423,A028298,A042260,2016JJ00,313.0,56.7,2117,73.5,5.0,5.0,5.6,14.8,44.0,48.6,53.4,45.1,23.0,3.9,0.0,1.0,243,0.0,0.0,0.1,5.4,27.9,17.8,21.3,16.2,4.5,6.0,0.0,0.7,0.1,0.1
424,A028298,A042312,2012JJ00,266.0,60.4,1495,60.8,0.0,0.0,15.3,4.3,25.5,17.4,9.1,23.0,8.2,0.0,0.0,0.0,1304,0.0,0.0,28.3,5.1,35.9,9.9,1.9,13.1,5.7,0.0,0.0,0.0,0.5,0.9
425,A028298,A042312,2016JJ00,227.0,44.9,1558,50.9,0.0,0.0,0.0,8.7,9.7,12.0,13.1,19.4,4.3,0.0,0.0,0.0,180,0.0,0.0,0.0,68.3,10.4,7.7,4.8,7.2,1.6,0.0,0.0,0.0,0.1,0.1
426,A028298,A042331,2012JJ00,87.0,59.6,1529,84.8,0.0,0.0,10.3,8.1,38.5,50.1,64.9,56.0,60.5,87.4,29.9,29.9,45,0.0,0.0,20.9,8.4,9.1,8.9,13.0,20.2,3.0,16.3,0.2,0.0,0.0,0.0
427,A028298,A042331,2016JJ00,101.0,82.4,1436,80.2,0.0,0.0,0.0,32.7,40.3,49.6,55.3,67.2,67.3,24.6,10.6,10.6,222,0.0,0.0,0.0,0.8,2.7,5.3,15.5,51.0,24.0,0.7,0.0,0.0,0.1,0.2
428,A028298,A042191,2012JJ00,5.0,1.9,28,1.7,0.0,0.0,0.0,0.0,0.0,0.0,2.3,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
429,A028298,A042191,2016JJ00,11.0,6.1,31,3.7,0.0,0.0,0.0,0.0,0.0,2.5,4.1,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,38.6,61.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
430,A028298,A042246,2012JJ00,192.0,99.5,499,98.9,87.3,81.2,78.7,82.6,89.8,95.8,100.0,86.4,83.0,92.8,95.9,95.6,6813,8.9,7.7,5.0,6.3,6.9,6.6,13.1,8.2,8.3,9.3,9.5,10.1,13.5,13.7
431,A028298,A042246,2016JJ00,113.0,100.0,383,100.0,91.4,96.1,90.8,97.2,99.2,98.8,95.1,98.5,99.9,97.4,96.3,92.8,6022,8.1,6.6,4.7,5.2,6.4,14.2,7.3,8.6,10.5,10.6,10.3,7.6,15.7,15.7
432,A028298,A042177,2012JJ00,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,,,,,,,,,0.0,
433,A028298,A042177,2016JJ00,10.0,1.9,132,3.4,0.0,0.0,0.0,0.0,0.0,0.0,3.7,0.0,0.0,0.0,0.0,0.0,17,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1
434,A028298,A042356,2012JJ00,4249.0,67.8,59365,88.0,0.0,7.1,7.1,8.5,1.9,79.8,48.3,4.6,0.0,0.0,0.0,0.0,14080,0.0,0.1,0.6,75.4,0.0,7.9,15.9,0.1,0.0,0.0,0.0,0.0,0.2,0.2
435,A028298,A042356,2016JJ00,4079.0,59.9,54475,74.3,0.0,0.0,1.4,13.3,8.4,59.5,19.4,17.4,0.0,0.0,0.0,0.0,16803,0.0,0.0,13.1,44.6,24.2,10.6,6.7,0.8,0.0,0.0,0.0,0.0,0.2,0.3
436,A028298,A042347,2012JJ00,200.0,49.1,1333,38.6,0.0,0.0,0.0,1.3,4.9,21.1,15.0,0.0,0.0,0.0,0.0,0.0,237,0.0,0.0,0.0,0.1,8.0,61.3,30.6,0.0,0.0,0.0,0.0,0.0,0.1,0.2
437,A028298,A042347,2016JJ00,352.0,78.0,2501,75.5,0.0,0.0,0.0,8.0,27.1,48.7,18.9,0.0,0.0,0.0,0.0,0.0,356,0.0,0.0,0.0,9.1,27.4,53.3,10.1,0.0,0.0,0.0,0.0,0.0,0.1,0.1
438,A028298,A042248,2012JJ00,78.0,94.9,102,98.9,57.1,71.0,68.7,69.9,69.4,63.7,88.9,76.1,75.2,75.0,58.6,54.7,277,3.8,4.3,2.7,7.1,3.6,8.4,25.6,19.0,8.4,12.3,3.6,1.3,2.7,2.7
439,A028298,A042248,2016JJ00,47.0,94.5,76,98.3,62.9,89.6,90.8,79.8,78.0,94.0,82.3,83.1,95.8,80.8,47.1,48.9,115,3.4,4.9,5.9,5.7,5.2,23.7,12.0,13.0,11.6,7.4,4.1,3.1,1.5,1.5
440,A028298,A042162,2012JJ00,1055.0,31.7,9895,38.6,0.0,0.0,0.0,0.0,0.0,36.2,0.0,0.0,0.0,0.0,0.0,0.0,50,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
441,A028298,A042162,2016JJ00,1154.0,38.0,12486,50.0,0.0,0.0,0.0,0.0,13.7,40.2,11.0,0.0,0.0,0.0,0.0,0.0,82,0.0,0.0,0.0,0.0,14.5,68.3,17.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
442,A028298,A042249,2012JJ00,68.0,100.0,170,100.0,95.4,84.9,89.0,77.3,93.4,91.5,100.0,92.9,92.9,98.1,92.9,90.5,1982,8.3,8.0,6.1,4.8,6.5,6.4,16.4,7.9,11.0,8.1,10.4,6.1,11.6,11.6
443,A028298,A042249,2016JJ00,56.0,99.2,187,99.4,93.7,95.6,94.5,95.6,94.4,95.5,95.7,82.6,92.2,78.1,92.3,89.6,3307,4.4,3.6,7.0,6.4,10.8,30.0,6.9,3.4,6.6,7.0,7.6,6.2,17.6,17.7
444,A028298,A042231,2012JJ00,143.0,83.3,863,77.6,0.0,16.1,16.1,40.1,36.9,63.1,85.8,59.7,66.4,58.3,58.3,58.3,2871,0.0,0.8,2.2,69.9,5.1,5.4,6.5,3.3,2.0,3.1,1.6,0.0,2.6,3.3
445,A028298,A042231,2016JJ00,137.0,91.7,836,90.0,0.0,11.0,11.0,46.1,10.0,47.0,80.5,76.7,79.6,39.2,5.9,0.0,1176,0.0,0.6,1.8,81.9,2.9,1.0,3.3,3.6,3.3,1.4,0.1,0.0,1.3,1.4
446,A028298,A042198,2012JJ00,473.0,31.6,5720,41.8,6.6,6.6,6.6,0.0,1.4,32.8,0.9,0.0,0.0,0.0,0.0,0.0,145,5.4,0.4,24.8,0.0,0.6,68.1,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
447,A028298,A042198,2016JJ00,207.0,18.8,1922,19.3,0.0,0.0,0.0,0.0,1.7,16.3,1.6,0.6,0.0,0.0,0.0,0.0,13,0.0,0.0,0.0,0.0,10.0,79.7,8.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0
448,A028298,A042232,2012JJ00,149.0,92.7,1373,94.8,9.3,9.3,51.2,77.3,72.7,48.4,54.8,22.8,31.2,24.9,24.9,11.5,602,0.8,1.2,4.8,6.5,13.2,12.0,40.3,6.4,7.1,6.3,1.2,0.1,0.4,0.4
449,A028298,A042232,2016JJ00,122.0,78.6,1216,83.0,3.8,7.2,10.4,63.0,82.8,67.0,23.5,11.3,8.8,3.1,4.9,0.5,833,0.0,4.4,0.9,43.8,6.6,23.3,18.5,1.5,0.4,0.1,0.2,0.3,0.6,0.7
450,A028298,A042233,2012JJ00,66.0,94.3,281,97.6,63.4,63.4,81.8,77.4,82.6,79.2,89.4,71.0,3.9,5.0,5.0,5.0,531,1.0,0.8,7.9,17.3,18.1,20.9,29.4,4.4,0.2,0.0,0.0,0.0,1.8,1.9
451,A028298,A042233,2016JJ00,54.0,88.1,259,95.1,0.0,0.0,6.7,76.3,80.8,80.3,80.1,41.5,13.2,1.9,4.6,6.6,51,0.0,0.0,1.0,15.6,26.0,26.5,22.6,7.6,0.4,0.0,0.2,0.1,0.2,0.2
452,A028298,A042285,2012JJ00,244.0,96.5,602,96.8,43.0,40.3,30.0,49.0,77.7,89.6,84.9,94.6,84.2,56.2,19.8,7.4,1248,1.1,0.9,1.4,4.7,9.6,15.3,15.9,21.7,20.7,6.5,1.8,0.2,2.0,2.1
453,A028298,A042285,2016JJ00,179.0,85.3,507,91.4,6.9,12.2,26.3,54.4,72.7,80.8,70.8,74.1,72.5,53.8,19.0,10.5,2244,2.7,0.4,0.3,5.4,20.1,37.7,6.8,8.0,9.6,6.6,2.1,0.3,4.0,4.4
454,A028298,A042181,2012JJ00,221.0,73.5,1628,76.9,31.3,11.0,61.7,68.6,17.4,8.9,0.0,0.0,10.0,0.0,0.0,0.0,135,1.4,0.0,15.2,60.4,21.1,0.8,0.0,0.0,1.0,0.0,0.0,0.0,0.1,0.1
455,A028298,A042181,2016JJ00,89.0,41.4,573,33.8,0.5,0.0,5.5,22.7,3.5,0.0,0.0,0.0,15.3,2.6,1.2,0.0,24,0.9,0.0,6.6,60.5,22.5,0.0,0.0,0.0,4.9,4.0,0.5,0.0,0.0,0.0
456,A028298,A042262,2012JJ00,336.0,65.0,4240,93.5,0.0,0.0,0.0,3.0,84.6,82.3,79.9,75.1,4.7,4.0,4.0,4.0,286,0.0,0.0,0.0,0.5,39.1,20.2,36.1,4.1,0.0,0.1,0.0,0.0,0.1,0.1
457,A028298,A042262,2016JJ00,262.0,54.5,2958,65.2,0.0,0.0,0.1,12.1,48.6,47.0,48.1,31.7,24.6,9.3,3.4,3.4,149,0.0,0.0,0.0,4.7,28.2,30.2,16.1,11.4,6.7,0.7,1.4,0.6,0.0,0.1
458,A028298,A042250,2012JJ00,107.0,76.6,155,79.2,35.9,41.9,45.4,45.5,48.4,34.0,56.7,47.7,48.7,36.6,40.8,46.4,308,4.6,9.8,6.9,6.0,9.9,2.2,17.3,11.6,7.0,5.8,10.7,8.3,1.6,2.0
459,A028298,A042250,2016JJ00,68.0,79.5,119,85.8,55.2,58.7,62.6,55.6,51.8,66.8,56.9,50.4,47.9,67.1,53.4,49.6,94,14.7,5.0,10.7,7.2,9.8,16.6,4.8,6.2,5.1,6.8,5.9,7.3,0.7,0.8
460,A028298,A042235,2012JJ00,315.0,100.0,5090,100.0,10.4,10.4,17.9,74.6,85.9,86.3,97.5,97.5,97.8,80.9,80.9,0.0,4625,0.0,0.1,2.1,42.1,4.5,8.2,22.8,13.8,6.0,0.2,0.1,0.0,0.9,0.9
461,A028298,A042235,2016JJ00,391.0,94.4,5802,95.7,0.0,7.3,16.3,64.5,91.5,89.1,93.8,93.8,93.0,74.1,16.5,0.8,2507,0.0,0.5,1.2,11.3,14.9,15.3,14.3,15.6,17.9,6.1,2.8,0.2,0.4,0.4
462,A028298,A042168,2012JJ00,597.0,2.3,7070,3.0,0.0,0.0,0.0,0.0,3.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4993,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7
463,A028298,A042168,2016JJ00,195.0,0.8,2727,1.3,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.4,0.0,0.0,0.0,0.0,8624,0.0,0.0,0.0,0.0,99.9,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,3.2
464,A028298,A042236,2012JJ00,255.0,73.1,1648,92.7,45.4,11.2,45.8,79.9,77.0,68.8,43.3,16.7,2.3,0.0,2.8,2.8,369,0.7,0.5,3.5,9.6,18.4,28.8,29.1,7.1,2.1,0.0,0.2,0.0,0.2,0.2
465,A028298,A042236,2016JJ00,125.0,49.4,780,48.9,1.8,0.0,13.3,35.6,44.0,43.2,15.0,12.3,4.9,0.0,5.4,5.4,93,0.0,0.0,11.5,16.3,22.1,41.6,2.7,1.0,0.2,0.0,3.4,1.4,0.1,0.1
466,A028298,A042253,2012JJ00,135.0,98.9,211,99.0,60.6,58.8,61.9,63.4,68.9,68.2,91.6,71.0,75.3,72.0,59.4,45.3,505,6.5,2.2,6.1,6.9,6.4,7.3,17.1,13.4,11.9,9.8,6.2,6.2,2.4,2.4
467,A028298,A042253,2016JJ00,83.0,91.9,151,93.9,73.8,67.1,71.9,65.0,66.1,75.0,71.4,74.7,67.4,72.7,54.4,47.1,251,5.7,5.3,9.7,10.9,6.0,12.5,10.1,7.6,10.8,12.6,4.5,4.4,1.6,1.7
468,A028298,A042286,2012JJ00,281.0,97.4,1283,97.7,52.8,40.5,56.8,76.0,87.3,83.9,96.4,86.8,85.0,73.5,30.2,63.2,3992,2.0,2.2,4.4,6.9,11.4,13.3,16.5,13.8,13.9,6.8,1.4,7.3,3.0,3.1
469,A028298,A042286,2016JJ00,244.0,96.4,1301,98.8,64.2,60.4,61.9,75.2,79.6,89.1,97.1,90.5,93.3,71.7,39.0,70.5,6840,3.0,3.3,4.7,7.5,8.0,13.6,19.9,8.0,23.1,4.5,1.2,3.3,5.2,5.3
470,A028298,A044052,2012JJ00,1455.0,94.9,7867,96.3,34.2,34.2,40.7,41.5,69.6,60.7,57.2,25.7,12.3,29.9,27.1,27.1,2167,0.0,0.0,2.9,15.3,56.7,12.7,8.7,1.6,0.4,1.5,0.2,0.0,0.3,0.3
471,A028298,A044052,2016JJ00,1069.0,82.1,8167,86.4,1.2,0.0,4.7,37.8,70.0,67.7,58.0,9.9,11.7,9.1,1.1,0.0,2922,0.0,0.0,0.7,13.5,43.9,31.1,6.6,0.2,2.5,1.0,0.4,0.0,0.3,0.4
472,A028298,A042254,2012JJ00,399.0,95.1,439,98.0,45.4,48.9,74.7,61.0,65.7,57.3,77.4,64.4,65.5,55.9,50.1,38.5,700,2.6,4.1,7.8,5.9,7.4,8.3,21.9,24.3,6.6,5.7,2.8,2.6,1.6,1.6
473,A028298,A042254,2016JJ00,239.0,89.8,317,95.6,39.2,52.8,71.4,78.1,79.5,71.9,63.2,67.6,65.3,41.0,38.3,40.9,519,1.4,3.1,3.6,8.9,5.8,9.5,3.1,3.6,3.1,6.3,4.1,47.6,1.6,1.6
474,A028298,A042359,2012JJ00,2317.0,96.6,38335,97.9,9.4,9.4,9.4,66.2,49.0,78.9,95.0,34.8,2.7,0.0,0.0,0.0,17418,0.3,7.2,6.5,48.4,7.1,9.7,18.7,2.0,0.2,0.0,0.0,0.0,0.4,0.5
475,A028298,A042359,2016JJ00,2143.0,93.4,38027,91.8,0.0,0.0,0.0,28.0,61.0,86.1,77.6,44.8,5.1,0.0,0.0,0.0,7346,0.0,0.0,0.0,5.6,10.3,38.9,35.9,6.9,2.4,0.0,0.0,0.0,0.2,0.2
476,A028298,A042323,2012JJ00,119.0,15.9,1030,17.7,0.0,0.0,0.0,0.0,5.5,5.8,11.5,0.0,0.0,0.0,0.0,0.0,19,0.0,0.0,0.0,0.0,24.9,33.1,41.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
477,A028298,A042323,2016JJ00,411.0,38.8,3691,46.3,0.0,0.0,0.0,13.6,11.7,30.1,13.7,1.6,0.0,0.0,0.0,0.0,145,0.0,0.0,0.0,5.6,1.5,18.2,10.7,64.1,0.0,0.0,0.0,0.0,0.0,0.0
478,A028298,A042257,2012JJ00,438.0,94.3,836,96.4,64.8,65.6,64.4,68.6,71.6,71.6,87.0,76.9,74.7,68.2,64.0,67.9,3330,8.8,6.4,5.1,8.0,6.6,7.3,17.4,8.6,11.6,8.3,7.0,4.9,3.8,4.0
479,A028298,A042257,2016JJ00,361.0,91.7,893,95.5,71.1,75.3,69.3,77.6,79.2,84.7,77.9,76.6,76.5,73.5,65.0,65.9,2287,11.6,5.2,6.2,5.3,6.2,16.5,9.7,11.1,9.7,6.3,6.5,5.5,2.4,2.6
480,A028298,A042301,2012JJ00,335.0,78.0,2017,83.1,1.2,0.0,1.2,8.0,43.3,56.9,75.1,68.0,55.7,70.4,70.4,0.0,514,0.3,0.0,4.9,5.6,1.2,6.1,24.2,26.0,17.4,11.8,2.4,0.0,0.2,0.3
481,A028298,A042301,2016JJ00,255.0,90.0,2035,93.9,2.7,0.0,5.3,3.7,33.3,42.3,75.0,87.2,67.3,56.2,5.1,0.0,985,0.0,0.0,0.0,0.0,9.9,2.6,13.0,52.0,20.3,1.9,0.3,0.0,0.5,0.5
482,A028298,A042263,2012JJ00,107.0,80.1,445,90.0,5.4,5.4,5.4,20.4,69.7,69.4,42.7,26.0,5.9,1.2,1.2,2.6,58,0.4,2.5,3.1,5.2,15.1,34.4,18.6,14.2,5.1,0.5,0.3,0.6,0.1,0.1
483,A028298,A042263,2016JJ00,70.0,53.4,282,66.9,0.0,0.0,0.0,24.5,36.1,51.6,37.9,29.7,27.7,0.0,0.0,0.2,25,0.0,0.0,0.0,1.3,14.2,33.1,26.1,18.4,5.9,0.0,0.0,1.0,0.1,0.1
484,A028298,A042252,2012JJ00,182.0,98.6,407,99.8,86.4,78.1,69.8,78.5,79.1,77.0,85.8,77.4,73.1,87.0,87.0,81.7,5667,6.9,5.8,6.6,6.3,7.7,8.7,12.6,10.8,10.7,8.9,6.9,8.2,13.9,13.9
485,A028298,A042252,2016JJ00,97.0,95.0,248,96.8,81.0,82.6,89.8,79.1,74.9,92.2,86.5,83.2,85.8,86.3,75.8,74.7,2928,9.7,5.3,5.4,5.2,13.5,19.2,8.2,7.0,7.2,8.0,5.2,6.2,11.4,11.8
486,A028298,A042318,2012JJ00,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,,,,,,,,,0.0,
487,A028298,A042318,2016JJ00,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,,,,,,,,,0.0,
488,A028298,A042264,2012JJ00,460.0,53.1,1958,63.8,6.3,6.3,6.3,6.6,32.0,35.8,53.6,53.5,48.5,33.3,33.3,33.8,197,5.3,2.7,4.4,3.8,7.3,15.8,25.7,14.7,7.3,4.1,1.2,7.7,0.1,0.1
489,A028298,A042264,2016JJ00,292.0,34.8,1323,43.3,3.1,2.4,4.7,15.8,25.5,28.9,30.4,25.6,16.1,7.3,0.2,0.6,213,0.0,0.0,0.1,12.2,15.5,29.4,25.2,9.2,5.6,0.8,0.0,1.9,0.1,0.2
490,A028298,A042334,2012JJ00,420.0,85.7,2343,89.5,0.0,0.0,0.0,0.0,7.4,38.6,86.9,97.0,87.5,54.4,24.3,0.0,201,0.0,0.0,0.0,0.0,0.4,12.5,20.8,15.4,46.2,4.6,0.1,0.0,0.1,0.1
491,A028298,A042334,2016JJ00,366.0,95.7,2671,95.5,0.2,0.0,1.3,4.0,36.0,74.1,94.4,85.8,74.4,25.5,0.4,1.5,1058,0.1,0.0,0.0,0.0,1.2,19.0,28.9,35.9,11.2,2.3,0.0,1.1,0.4,0.4
492,A028298,A042333,2012JJ00,194.0,83.8,2497,92.2,0.0,0.0,0.0,23.6,45.3,82.1,83.6,83.6,56.6,67.2,67.2,15.1,720,0.0,0.0,0.0,11.0,24.1,3.1,22.1,25.4,6.5,6.2,1.5,0.2,0.3,0.3
493,A028298,A042333,2016JJ00,174.0,84.2,2391,91.7,0.0,0.0,0.0,28.3,53.4,93.3,87.1,80.1,69.1,45.0,15.7,0.0,2086,0.0,0.0,0.0,5.8,4.4,21.2,35.3,21.0,10.8,1.4,0.1,0.0,0.8,0.9
494,A028298,A042351,2012JJ00,56.0,15.6,373,15.6,0.0,0.0,0.0,0.7,0.0,5.3,0.0,9.4,0.0,0.0,0.0,0.0,38,0.0,0.0,0.0,12.7,0.0,85.0,0.0,2.4,0.0,0.0,0.0,0.0,0.0,0.1
