ID,Bedrijfsactiviteiten,Perioden,Bedrijven_1,WerknemersUltimoSeptember_2,TotaalProductiewaarde_3,TotaalIndustrieleVerkopen_4,BinnenlandseVerkopen_5,BuitenlandseVerkopen_6,Exportrestituties_7,VoorraadmutatiesProducten_8,TotaalMargeHandelOvOpbrengsten_9,GeactiveerdeKosten_10,Schadeuitkeringen_11,MargeHandel_12,OpbrengstOverigeActiviteiten_13,TotaalVerbruikswaarde_14,TotaalIndustrieleInkopen_15,GrondEnHulpstoffen_16,Verpakkingsmaterialen_17,LoondienstenInNederland_18,LoondienstenInBuitenland_19,BetalingenAanUitzendbureaus_20,KostenIngehuurdPersoneel_21,Vrachtkosten_22,OntvangenKortingen_23,TerugontvangenHeffingenED_24,VoorraadmutatiesGrondEnHulpstoffen_25,KostenEnergieverbruik_26,OverigeBedrijfskosten_27,TotaalToegevoegdeWaarde_28,TotaalArbeidskosten_29,BrutoLonenEnSalarissen_30,PremiesSocialeVerzekeringen_31,PremiesPensioenEnVUT_32,OverigeUitgavenSocialeVoorzieningen_33,HeffingenEnBelastingen_34,TotaalBrutoBedrijfsresultaat_35,SaldoInterest_36,SaldoBuitengewoneBastenLasten_37,SaldoVoorzieningen_38,AfschrijvingenOpVasteActiva_39,ResultaatVoorBelastingen_40,TotaalOverigeBedrijfskosten_41,TotaalHuurInclLease_42,GebouwenEnTerreinen_43,MachinesInstallatiesED_44,Vervoermiddelen_45,TotaalOnderhoudsEnReparatiekosten_46,GebouwenEnTerreinen_47,MachinesInstallatiesED_48,Vervoermiddelen_49,SchoonhoudenGebouwenEnTerreinen_50,KostenHulpmaterialen_51,KostenHandEnMachinegereedschappen_52,PremiesSchadeverzekeringen_53,BrandstofkostenVervoermiddelen_54,ReisEnVerblijfkosten_55,ReclameBeursEnRepresentatiekosten_56,BankEnIncassokosten_57,Communicatiekosten_58,AccountantAdmAdvRechtshulp_59,Automatiseringskosten_60,ResearchEnOntwikkelingskosten_61,DoorbelasteKostenAlgemeenBeheer_62,KantoorbehContributiesAbonnVaklit_63,Opleidingskosten_64,OverigePersoneelskosten_65,VuilafvoerVuilverwerking_66,Commissarissenbeloning_67,OctrooiEnLicentierechten_68,OverigeAlgemeneKosten_69,CodeBedrijfsactiviteit_70
1883,2912  ,1993JJ00,57.0,5647.0,707.0,715.0,270.0,445.0,0.0,-39.0,30.0,1.0,0.0,28.0,1.0,457.0,365.0,323.0,1.0,27.0,0.0,11.0,2.0,2.0,0.0,1.0,-1.0,4.0,87.0,250.0,193.0,161.0,14.0,11.0,6.0,0.0,57.0,-7.0,0.0,3.0,21.0,33.0,87.0,10.0,6.0,1.0,3.0,9.0,2.0,5.0,1.0,1.0,4.0,4.0,4.0,1.0,6.0,5.0,1.0,4.0,4.0,1.0,5.0,6.0,4.0,1.0,4.0,0.0,0.0,0.0,14.0,2912  
1884,2912  ,1994JJ00,63.0,5639.0,764.0,681.0,250.0,431.0,0.0,52.0,31.0,0.0,0.0,27.0,4.0,505.0,423.0,380.0,2.0,26.0,0.0,12.0,1.0,3.0,0.0,1.0,13.0,4.0,91.0,259.0,195.0,165.0,10.0,13.0,6.0,0.0,64.0,-5.0,-6.0,-1.0,23.0,29.0,91.0,12.0,8.0,1.0,3.0,9.0,1.0,5.0,1.0,2.0,4.0,3.0,5.0,1.0,8.0,5.0,1.0,5.0,3.0,1.0,7.0,9.0,5.0,1.0,5.0,0.0,0.0,0.0,7.0,2912  
1885,2912  ,1995JJ00,56.0,5602.0,781.0,758.0,274.0,484.0,0.0,-13.0,36.0,0.0,0.0,32.0,4.0,521.0,427.0,388.0,3.0,20.0,1.0,12.0,1.0,3.0,0.0,1.0,6.0,4.0,96.0,260.0,198.0,168.0,11.0,13.0,6.0,-1.0,63.0,-5.0,3.0,0.0,24.0,37.0,96.0,11.0,7.0,1.0,3.0,9.0,2.0,5.0,1.0,1.0,5.0,5.0,5.0,2.0,9.0,5.0,1.0,5.0,3.0,2.0,3.0,10.0,3.0,2.0,5.0,0.0,2.0,3.0,6.0,2912  
1886,2912  ,1996JJ00,54.0,4868.0,650.0,586.0,272.0,314.0,0.0,29.0,34.0,0.0,0.0,32.0,2.0,420.0,336.0,294.0,3.0,21.0,1.0,12.0,1.0,3.0,0.0,0.0,-2.0,3.0,79.0,230.0,172.0,147.0,10.0,11.0,4.0,-1.0,59.0,-2.0,-3.0,-1.0,21.0,31.0,79.0,8.0,4.0,1.0,3.0,7.0,2.0,4.0,0.0,1.0,5.0,4.0,3.0,1.0,7.0,5.0,1.0,4.0,3.0,2.0,3.0,7.0,3.0,1.0,4.0,0.0,0.0,4.0,7.0,2912  
1887,2912  ,1997JJ00,58.0,4995.0,700.0,644.0,256.0,388.0,0.0,9.0,47.0,1.0,0.0,32.0,14.0,442.0,350.0,303.0,3.0,23.0,3.0,15.0,2.0,3.0,0.0,0.0,-4.0,4.0,84.0,258.0,180.0,157.0,9.0,10.0,4.0,-1.0,80.0,-2.0,2.0,-4.0,21.0,55.0,84.0,10.0,5.0,1.0,4.0,8.0,2.0,5.0,0.0,1.0,4.0,5.0,4.0,2.0,8.0,6.0,1.0,4.0,3.0,2.0,4.0,8.0,4.0,1.0,5.0,0.0,0.0,3.0,2.0,2912  
1888,2912  ,1998JJ00,63.0,5534.0,859.0,812.0,299.0,513.0,0.0,-1.0,48.0,2.0,0.0,36.0,10.0,545.0,432.0,378.0,3.0,23.0,3.0,21.0,1.0,3.0,0.0,0.0,3.0,5.0,111.0,315.0,212.0,175.0,20.0,13.0,5.0,-2.0,105.0,-1.0,0.0,-5.0,24.0,75.0,111.0,11.0,6.0,1.0,4.0,10.0,3.0,5.0,1.0,1.0,5.0,5.0,4.0,2.0,9.0,7.0,1.0,5.0,4.0,3.0,5.0,10.0,4.0,2.0,6.0,0.0,0.0,6.0,12.0,2912  
1889,2912  ,1999JJ00,63.0,5811.0,888.0,835.0,329.0,506.0,0.0,-9.0,62.0,2.0,0.0,45.0,15.0,550.0,420.0,355.0,3.0,33.0,2.0,23.0,1.0,4.0,0.0,0.0,-2.0,5.0,123.0,338.0,230.0,188.0,22.0,15.0,5.0,-2.0,110.0,-1.0,3.0,-6.0,24.0,82.0,123.0,13.0,7.0,1.0,5.0,10.0,2.0,5.0,1.0,2.0,5.0,5.0,4.0,2.0,10.0,6.0,1.0,5.0,5.0,3.0,6.0,13.0,5.0,2.0,7.0,0.0,0.0,8.0,13.0,2912  
1890,2913  ,1993JJ00,17.0,1319.0,171.0,169.0,51.0,118.0,0.0,-1.0,3.0,0.0,0.0,2.0,1.0,98.0,73.0,57.0,1.0,10.0,3.0,1.0,0.0,1.0,0.0,0.0,-2.0,2.0,21.0,73.0,39.0,33.0,3.0,2.0,1.0,0.0,34.0,-1.0,0.0,-2.0,8.0,23.0,21.0,0.0,0.0,0.0,0.0,3.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,8.0,2913  
1891,2913  ,1994JJ00,22.0,1999.0,242.0,237.0,75.0,162.0,0.0,1.0,3.0,1.0,0.0,1.0,1.0,135.0,97.0,72.0,1.0,16.0,3.0,4.0,0.0,1.0,0.0,0.0,-2.0,3.0,34.0,107.0,65.0,55.0,3.0,5.0,2.0,-1.0,43.0,-1.0,3.0,0.0,12.0,32.0,34.0,3.0,1.0,1.0,1.0,4.0,1.0,3.0,0.0,0.0,2.0,2.0,1.0,0.0,2.0,2.0,0.0,1.0,1.0,0.0,3.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,9.0,2913  
1892,2913  ,1995JJ00,22.0,2530.0,277.0,254.0,75.0,179.0,0.0,12.0,11.0,2.0,0.0,9.0,0.0,166.0,126.0,92.0,1.0,22.0,3.0,5.0,0.0,2.0,0.0,0.0,3.0,3.0,40.0,111.0,70.0,60.0,4.0,5.0,1.0,0.0,40.0,-2.0,-1.0,0.0,13.0,25.0,40.0,2.0,1.0,0.0,1.0,5.0,1.0,3.0,0.0,1.0,1.0,2.0,1.0,0.0,3.0,2.0,0.0,1.0,4.0,1.0,5.0,2.0,1.0,0.0,2.0,0.0,1.0,0.0,7.0,2913  
1893,2913  ,1996JJ00,18.0,2296.0,315.0,311.0,95.0,216.0,0.0,0.0,4.0,1.0,0.0,2.0,1.0,194.0,151.0,110.0,1.0,21.0,9.0,7.0,0.0,2.0,0.0,0.0,0.0,3.0,40.0,121.0,74.0,63.0,4.0,5.0,2.0,0.0,48.0,-1.0,0.0,-1.0,14.0,32.0,40.0,1.0,0.0,0.0,1.0,6.0,1.0,4.0,0.0,1.0,2.0,2.0,1.0,0.0,3.0,3.0,0.0,1.0,2.0,2.0,2.0,2.0,1.0,0.0,3.0,1.0,0.0,2.0,6.0,2913  
1894,2913  ,1997JJ00,19.0,2317.0,322.0,319.0,83.0,236.0,0.0,1.0,2.0,0.0,0.0,2.0,0.0,202.0,157.0,116.0,2.0,18.0,12.0,8.0,0.0,1.0,0.0,0.0,3.0,3.0,45.0,120.0,77.0,66.0,4.0,5.0,2.0,0.0,43.0,-1.0,1.0,-1.0,14.0,29.0,45.0,1.0,0.0,0.0,1.0,6.0,1.0,4.0,0.0,1.0,3.0,3.0,1.0,0.0,3.0,4.0,0.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,0.0,0.0,2.0,10.0,2913  
1895,2913  ,1998JJ00,20.0,2301.0,353.0,344.0,102.0,242.0,0.0,7.0,2.0,0.0,0.0,2.0,0.0,218.0,164.0,117.0,1.0,21.0,13.0,10.0,0.0,2.0,0.0,0.0,-6.0,3.0,46.0,135.0,83.0,67.0,8.0,6.0,1.0,0.0,52.0,-1.0,-5.0,0.0,13.0,33.0,46.0,4.0,1.0,1.0,2.0,6.0,1.0,4.0,0.0,1.0,2.0,3.0,1.0,0.0,3.0,3.0,1.0,1.0,3.0,2.0,2.0,4.0,1.0,1.0,4.0,1.0,0.0,1.0,3.0,2913  
1896,2913  ,1999JJ00,26.0,2465.0,368.0,376.0,139.0,237.0,0.0,-10.0,2.0,0.0,0.0,2.0,0.0,221.0,173.0,131.0,1.0,20.0,12.0,6.0,1.0,2.0,0.0,0.0,1.0,3.0,46.0,147.0,88.0,70.0,10.0,7.0,1.0,-1.0,60.0,-1.0,0.0,0.0,15.0,44.0,46.0,4.0,2.0,1.0,1.0,6.0,1.0,4.0,0.0,1.0,2.0,2.0,1.0,0.0,3.0,4.0,0.0,2.0,3.0,2.0,2.0,4.0,1.0,2.0,2.0,1.0,0.0,1.0,4.0,2913  
1897,2914  ,1993JJ00,25.0,1436.0,107.0,94.0,48.0,46.0,0.0,0.0,13.0,0.0,0.0,11.0,2.0,57.0,33.0,29.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,23.0,50.0,43.0,36.0,4.0,3.0,1.0,0.0,8.0,-2.0,0.0,1.0,6.0,0.0,23.0,4.0,2.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,7.0,2914  
1898,2914  ,1994JJ00,22.0,1192.0,103.0,94.0,33.0,61.0,0.0,0.0,9.0,1.0,0.0,8.0,0.0,57.0,38.0,33.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,2.0,21.0,46.0,36.0,31.0,2.0,2.0,1.0,0.0,10.0,-1.0,1.0,0.0,5.0,5.0,21.0,2.0,1.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0,2.0,5.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,2914  
1899,2914  ,1995JJ00,18.0,1318.0,125.0,116.0,51.0,65.0,0.0,1.0,8.0,3.0,0.0,5.0,0.0,76.0,47.0,41.0,2.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,-2.0,2.0,25.0,49.0,42.0,36.0,2.0,3.0,1.0,0.0,6.0,-1.0,0.0,0.0,5.0,1.0,25.0,3.0,1.0,2.0,0.0,3.0,0.0,3.0,0.0,0.0,2.0,6.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,2914  
1900,2914  ,1996JJ00,17.0,1356.0,163.0,138.0,53.0,85.0,0.0,3.0,23.0,3.0,0.0,20.0,0.0,100.0,73.0,64.0,3.0,2.0,0.0,3.0,0.0,1.0,0.0,0.0,3.0,2.0,28.0,64.0,44.0,37.0,3.0,3.0,1.0,0.0,19.0,-2.0,0.0,-1.0,5.0,11.0,28.0,3.0,1.0,2.0,0.0,4.0,1.0,3.0,0.0,0.0,4.0,5.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,4.0,2914  
1901,2914  ,1997JJ00,21.0,1556.0,172.0,156.0,60.0,96.0,0.0,0.0,15.0,1.0,0.0,14.0,0.0,97.0,66.0,60.0,1.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,-1.0,2.0,28.0,74.0,52.0,44.0,3.0,3.0,2.0,0.0,22.0,-2.0,0.0,1.0,7.0,14.0,28.0,2.0,1.0,1.0,0.0,5.0,1.0,4.0,0.0,0.0,3.0,5.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,4.0,2914  
1902,2914  ,1998JJ00,19.0,1559.0,184.0,167.0,66.0,101.0,0.0,0.0,16.0,1.0,0.0,15.0,0.0,106.0,76.0,71.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,2.0,29.0,79.0,54.0,43.0,5.0,3.0,2.0,0.0,24.0,-2.0,5.0,0.0,7.0,19.0,29.0,2.0,1.0,1.0,0.0,6.0,1.0,5.0,0.0,0.0,3.0,5.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,4.0,2914  
1903,2914  ,1999JJ00,20.0,1665.0,197.0,182.0,81.0,101.0,0.0,5.0,10.0,2.0,0.0,8.0,0.0,120.0,81.0,75.0,1.0,2.0,0.0,2.0,1.0,1.0,0.0,0.0,-1.0,2.0,35.0,77.0,59.0,47.0,5.0,4.0,2.0,0.0,18.0,-3.0,0.0,0.0,8.0,7.0,35.0,3.0,2.0,1.0,0.0,6.0,1.0,5.0,0.0,0.0,4.0,5.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,5.0,2914  
1904,292   ,1993JJ00,382.0,27189.0,2665.0,2693.0,1547.0,1146.0,0.0,-128.0,100.0,5.0,0.0,75.0,20.0,1618.0,1227.0,1046.0,7.0,124.0,3.0,28.0,17.0,5.0,2.0,0.0,-16.0,16.0,358.0,1046.0,837.0,706.0,72.0,44.0,15.0,1.0,209.0,-20.0,-1.0,-18.0,85.0,86.0,358.0,52.0,25.0,8.0,19.0,38.0,11.0,18.0,4.0,5.0,10.0,15.0,13.0,8.0,34.0,24.0,4.0,15.0,15.0,8.0,10.0,32.0,15.0,5.0,24.0,2.0,0.0,9.0,25.0,292   
1905,292   ,1994JJ00,388.0,26104.0,2721.0,2580.0,1571.0,1009.0,0.0,49.0,93.0,4.0,0.0,64.0,25.0,1682.0,1322.0,1119.0,7.0,126.0,12.0,33.0,20.0,8.0,2.0,0.0,18.0,17.0,361.0,1039.0,822.0,709.0,48.0,47.0,17.0,0.0,217.0,-18.0,1.0,-18.0,82.0,101.0,361.0,54.0,28.0,7.0,19.0,38.0,11.0,18.0,4.0,5.0,10.0,15.0,13.0,11.0,34.0,25.0,4.0,15.0,16.0,9.0,10.0,31.0,15.0,5.0,23.0,1.0,0.0,10.0,22.0,292   
1906,292   ,1995JJ00,363.0,25594.0,2947.0,2810.0,1650.0,1160.0,0.0,42.0,95.0,8.0,0.0,58.0,29.0,1870.0,1481.0,1198.0,7.0,178.0,25.0,44.0,22.0,8.0,2.0,0.0,4.0,17.0,376.0,1078.0,827.0,715.0,48.0,48.0,17.0,0.0,250.0,-16.0,-8.0,-5.0,82.0,139.0,376.0,55.0,29.0,8.0,18.0,39.0,11.0,18.0,5.0,5.0,13.0,17.0,14.0,10.0,34.0,25.0,4.0,16.0,16.0,8.0,12.0,34.0,16.0,5.0,25.0,2.0,0.0,10.0,21.0,292   
1907,292   ,1996JJ00,362.0,25991.0,3218.0,3083.0,1754.0,1329.0,0.0,42.0,94.0,3.0,0.0,70.0,21.0,2135.0,1712.0,1388.0,8.0,198.0,29.0,46.0,36.0,10.0,2.0,0.0,-1.0,17.0,404.0,1084.0,847.0,725.0,52.0,51.0,20.0,0.0,236.0,-21.0,-7.0,-7.0,85.0,116.0,404.0,60.0,31.0,10.0,19.0,39.0,9.0,20.0,5.0,5.0,13.0,16.0,14.0,10.0,34.0,33.0,4.0,16.0,18.0,10.0,16.0,35.0,15.0,6.0,26.0,2.0,1.0,13.0,23.0,292   
1908,292   ,1997JJ00,374.0,25760.0,3237.0,3123.0,1749.0,1374.0,0.0,0.0,113.0,2.0,0.0,74.0,37.0,2089.0,1664.0,1408.0,7.0,140.0,19.0,49.0,36.0,9.0,2.0,0.0,12.0,19.0,418.0,1148.0,863.0,743.0,51.0,49.0,20.0,0.0,285.0,-19.0,-10.0,-17.0,86.0,154.0,418.0,63.0,34.0,9.0,20.0,43.0,10.0,23.0,5.0,5.0,13.0,18.0,14.0,10.0,36.0,30.0,4.0,17.0,18.0,11.0,17.0,36.0,16.0,7.0,27.0,2.0,1.0,15.0,20.0,292   
1909,292   ,1998JJ00,391.0,27180.0,3593.0,3432.0,1802.0,1630.0,0.0,47.0,114.0,2.0,0.0,72.0,40.0,2310.0,1844.0,1563.0,6.0,156.0,18.0,66.0,29.0,10.0,3.0,0.0,0.0,20.0,446.0,1283.0,952.0,781.0,90.0,58.0,23.0,-1.0,332.0,-21.0,-5.0,-17.0,89.0,199.0,446.0,66.0,38.0,8.0,20.0,43.0,9.0,23.0,5.0,6.0,14.0,21.0,15.0,10.0,38.0,30.0,4.0,19.0,18.0,14.0,18.0,39.0,15.0,8.0,29.0,3.0,1.0,15.0,26.0,292   
1910,292   ,1999JJ00,403.0,27823.0,3713.0,3542.0,1926.0,1616.0,0.0,45.0,126.0,2.0,0.0,81.0,43.0,2403.0,1925.0,1612.0,7.0,168.0,29.0,64.0,37.0,11.0,3.0,0.0,-1.0,20.0,457.0,1311.0,998.0,815.0,99.0,60.0,24.0,-1.0,314.0,-20.0,6.0,-10.0,101.0,189.0,457.0,74.0,42.0,10.0,22.0,43.0,10.0,22.0,5.0,6.0,13.0,21.0,15.0,11.0,35.0,31.0,5.0,20.0,20.0,14.0,19.0,38.0,16.0,9.0,29.0,3.0,1.0,14.0,26.0,292   
1911,2921  ,1993JJ00,13.0,1203.0,171.0,161.0,73.0,88.0,0.0,-1.0,11.0,0.0,0.0,1.0,10.0,120.0,98.0,92.0,0.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,-1.0,2.0,20.0,50.0,42.0,35.0,3.0,2.0,0.0,0.0,9.0,-1.0,3.0,-2.0,5.0,3.0,20.0,1.0,0.0,0.0,1.0,5.0,3.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,4.0,2921  
1912,2921  ,1994JJ00,15.0,1000.0,181.0,172.0,82.0,90.0,0.0,-4.0,13.0,0.0,0.0,0.0,13.0,133.0,114.0,106.0,0.0,3.0,0.0,1.0,4.0,0.0,0.0,0.0,1.0,2.0,18.0,47.0,36.0,31.0,2.0,2.0,1.0,0.0,10.0,-1.0,0.0,-2.0,5.0,2.0,18.0,1.0,0.0,0.0,1.0,4.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,2921  
1913,2921  ,1995JJ00,12.0,895.0,158.0,136.0,67.0,69.0,0.0,8.0,15.0,0.0,0.0,0.0,15.0,116.0,99.0,49.0,0.0,29.0,15.0,1.0,5.0,0.0,0.0,0.0,0.0,2.0,16.0,42.0,31.0,27.0,1.0,2.0,1.0,0.0,11.0,0.0,-1.0,1.0,4.0,6.0,16.0,2.0,1.0,0.0,1.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,6.0,2921  
1914,2921  ,1996JJ00,10.0,657.0,153.0,116.0,68.0,48.0,0.0,35.0,2.0,0.0,0.0,0.0,2.0,119.0,109.0,49.0,0.0,34.0,22.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,10.0,35.0,23.0,20.0,1.0,1.0,0.0,0.0,11.0,0.0,-1.0,1.0,2.0,9.0,10.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0,2921  
1915,2921  ,1997JJ00,8.0,466.0,74.0,82.0,41.0,41.0,0.0,-9.0,1.0,0.0,0.0,0.0,1.0,59.0,49.0,39.0,0.0,6.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,10.0,16.0,20.0,17.0,1.0,1.0,0.0,0.0,-4.0,0.0,0.0,1.0,2.0,-6.0,10.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2921  
1916,2921  ,1998JJ00,8.0,314.0,39.0,38.0,18.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,21.0,17.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,13.0,10.0,9.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2921  
1917,2921  ,1999JJ00,6.0,291.0,35.0,35.0,13.0,22.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,22.0,17.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,4.0,13.0,10.0,8.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2921  
1918,2922  ,1993JJ00,112.0,9244.0,955.0,1016.0,535.0,481.0,0.0,-92.0,31.0,1.0,0.0,27.0,3.0,584.0,442.0,380.0,3.0,39.0,1.0,12.0,4.0,3.0,0.0,0.0,-13.0,5.0,124.0,372.0,284.0,239.0,26.0,15.0,5.0,0.0,88.0,-4.0,-3.0,-6.0,28.0,46.0,124.0,15.0,8.0,2.0,5.0,12.0,3.0,6.0,2.0,1.0,3.0,5.0,4.0,3.0,14.0,7.0,1.0,5.0,5.0,3.0,3.0,9.0,6.0,2.0,9.0,0.0,0.0,6.0,12.0,2922  
1919,2922  ,1994JJ00,117.0,9235.0,989.0,935.0,537.0,398.0,0.0,35.0,19.0,1.0,0.0,14.0,4.0,610.0,478.0,398.0,3.0,44.0,9.0,17.0,5.0,4.0,0.0,0.0,2.0,5.0,128.0,380.0,290.0,249.0,15.0,18.0,7.0,0.0,90.0,-6.0,1.0,-9.0,28.0,48.0,128.0,17.0,10.0,2.0,5.0,13.0,3.0,6.0,2.0,2.0,4.0,5.0,5.0,4.0,15.0,8.0,1.0,5.0,6.0,3.0,3.0,9.0,6.0,1.0,9.0,0.0,0.0,6.0,8.0,2922  
1920,2922  ,1995JJ00,112.0,9102.0,1118.0,1070.0,618.0,452.0,0.0,32.0,15.0,0.0,0.0,9.0,6.0,725.0,589.0,491.0,3.0,56.0,8.0,23.0,6.0,4.0,1.0,0.0,5.0,5.0,135.0,393.0,295.0,255.0,15.0,19.0,7.0,0.0,98.0,-5.0,-5.0,-2.0,29.0,57.0,135.0,17.0,10.0,2.0,5.0,15.0,4.0,7.0,2.0,2.0,5.0,6.0,5.0,4.0,15.0,9.0,1.0,6.0,7.0,3.0,3.0,9.0,6.0,2.0,9.0,0.0,0.0,6.0,7.0,2922  
1921,2922  ,1996JJ00,104.0,9103.0,1226.0,1191.0,650.0,541.0,0.0,6.0,28.0,0.0,0.0,21.0,7.0,838.0,680.0,573.0,3.0,58.0,4.0,20.0,16.0,5.0,0.0,0.0,-3.0,6.0,149.0,388.0,304.0,259.0,18.0,20.0,7.0,1.0,83.0,-9.0,-4.0,-2.0,32.0,36.0,149.0,17.0,10.0,1.0,6.0,15.0,3.0,8.0,2.0,2.0,6.0,5.0,5.0,4.0,15.0,11.0,1.0,6.0,7.0,4.0,7.0,8.0,6.0,2.0,10.0,1.0,0.0,9.0,10.0,2922  
1922,2922  ,1997JJ00,110.0,9606.0,1338.0,1314.0,695.0,619.0,0.0,-9.0,33.0,0.0,0.0,25.0,8.0,893.0,733.0,630.0,2.0,49.0,14.0,20.0,15.0,5.0,0.0,0.0,5.0,7.0,158.0,446.0,325.0,279.0,20.0,20.0,7.0,0.0,120.0,-6.0,-7.0,-9.0,33.0,65.0,158.0,18.0,11.0,1.0,6.0,16.0,4.0,8.0,2.0,2.0,5.0,5.0,5.0,5.0,15.0,11.0,1.0,7.0,7.0,4.0,9.0,11.0,6.0,3.0,10.0,1.0,0.0,11.0,8.0,2922  
1923,2922  ,1998JJ00,116.0,9433.0,1410.0,1335.0,661.0,674.0,0.0,34.0,39.0,0.0,0.0,29.0,10.0,959.0,787.0,669.0,2.0,59.0,14.0,26.0,15.0,4.0,1.0,0.0,-3.0,7.0,162.0,451.0,331.0,271.0,31.0,21.0,8.0,0.0,119.0,-6.0,-6.0,-4.0,32.0,71.0,162.0,18.0,11.0,1.0,6.0,16.0,4.0,8.0,2.0,2.0,5.0,7.0,5.0,4.0,15.0,11.0,1.0,8.0,6.0,6.0,7.0,15.0,6.0,3.0,10.0,1.0,0.0,10.0,8.0,2922  
1924,2922  ,1999JJ00,120.0,9676.0,1502.0,1408.0,743.0,665.0,0.0,44.0,49.0,0.0,0.0,34.0,15.0,1032.0,854.0,711.0,2.0,68.0,24.0,29.0,16.0,5.0,1.0,0.0,0.0,6.0,172.0,469.0,349.0,285.0,34.0,21.0,9.0,0.0,120.0,-7.0,0.0,1.0,36.0,79.0,172.0,23.0,13.0,2.0,8.0,15.0,3.0,8.0,2.0,2.0,4.0,7.0,5.0,5.0,13.0,13.0,1.0,9.0,8.0,7.0,9.0,15.0,6.0,3.0,11.0,1.0,0.0,11.0,6.0,2922  
