ID,RegioS,Perioden,CultuurgrondTotaal_1,k_001Tot1Ha_2,k_1Tot5Ha_3,k_5Tot10Ha_4,k_10Tot30Ha_5,k_30HaOfMeer_6,AkkerbouwTotaal_7,k_001Tot1Ha_8,k_1Tot5Ha_9,k_5Tot10Ha_10,k_10Tot30Ha_11,k_30HaOfMeer_12,TuinbouwOpenGrondTotaal_13,k_001Tot05Ha_14,k_05Tot1Ha_15,k_1Tot3Ha_16,k_3Tot10Ha_17,k_10HaOfMeer_18,TuinbouwOnderGlasTotaal_19,k_001Tot25Are_20,k_25Tot75Are_21,k_75Tot150Are_22,k_150Tot300Are_23,k_300AreOfMeer_24,BlijvendEnNatuurlijkGraslandTotaal_25,k_001Tot1Ha_26,k_1Tot5Ha_27,k_5Tot10Ha_28,k_10Tot30Ha_29,k_30HaOfMeer_30,BlijvendGraslandTotaal_31,k_001Tot1Ha_32,k_1Tot5Ha_33,k_5Tot10Ha_34,k_10Tot30Ha_35,k_30HaOfMeer_36,NatuurlijkGraslandTotaal_37,k_001Tot1Ha_38,k_1Tot5Ha_39,k_5Tot10Ha_40,k_10Tot30Ha_41,k_30HaOfMeer_42,NietCultuurgrondTotaal_43,k_001Tot1Ha_44,k_1Tot5Ha_45,k_5Tot10Ha_46,k_10Tot30Ha_47,k_30HaOfMeer_48,CultuurgrondTotaal_49,k_001Tot1Ha_50,k_1Tot5Ha_51,k_5Tot10Ha_52,k_10Tot30Ha_53,k_30HaOfMeer_54,AkkerbouwTotaal_55,k_001Tot1Ha_56,k_1Tot5Ha_57,k_5Tot10Ha_58,k_10Tot30Ha_59,k_30HaOfMeer_60,TuinbouwOpenGrondTotaal_61,k_001Tot05Ha_62,k_05Tot1Ha_63,k_1Tot3Ha_64,k_3Tot10Ha_65,k_10HaOfMeer_66,TuinbouwOnderGlasTotaal_67,k_001Tot25Are_68,k_25Tot75Are_69,k_75Tot150Are_70,k_150Tot300Are_71,k_300AreOfMeer_72,BlijvendEnNatuurlijkGraslandTotaal_73,k_001Tot1Ha_74,k_1Tot5Ha_75,k_5Tot10Ha_76,k_10Tot30Ha_77,k_30HaOfMeer_78,BlijvendGraslandTotaal_79,k_001Tot1Ha_80,k_1Tot5Ha_81,k_5Tot10Ha_82,k_10Tot30Ha_83,k_30HaOfMeer_84,NatuurlijkGraslandTotaal_85,k_001Tot1Ha_86,k_1Tot5Ha_87,k_5Tot10Ha_88,k_10Tot30Ha_89,k_30HaOfMeer_90,NietCultuurgrondTotaal_91,k_001Tot1Ha_92,k_1Tot5Ha_93,k_5Tot10Ha_94,k_10Tot30Ha_95,k_30HaOfMeer_96
139,PV28  ,2009JJ00,7318,1042,2461,854,1258,1703,2002,154,410,346,506,586,1841,309,329,621,350,232,2860,652,533,597,582,496,3402,291,753,471,918,969,3355,287,751,458,919,940,162,24,37,43,35,23,6267,3681,2420,121,35,10,139888,600,6030,6108,23967,103184,52588,72,1249,2470,9127,39671,8766,82,237,1039,1998,5410,526798,6138,26030,63679,123358,307593,73265,158,2215,3332,17882,49679,69893,157,2211,3234,17900,46390,3373,10,105,308,590,2360,11095,1618,4532,802,506,3638
140,PV29  ,2000JJ00,4211,75,638,613,1307,1578,3694,106,557,536,1158,1337,888,96,87,203,298,204,144,63,47,21,8,5,1943,411,876,306,282,68,1908,399,861,308,278,62,73,25,31,8,3,6,2976,1748,1102,76,44,6,124884,37,1924,4476,24220,94227,104932,54,1641,3917,21655,77666,5751,19,60,365,1806,3501,9321,633,2070,2157,1601,2860,14107,202,2126,2133,4845,4801,11854,197,2092,2142,4765,2658,2253,10,72,48,32,2091,4234,767,1984,514,617,352
141,PV29  ,2001JJ00,3976,72,585,525,1245,1549,3476,99,503,446,1122,1306,841,97,78,181,277,208,135,59,39,19,14,4,1858,393,836,275,281,73,1819,384,824,269,276,66,82,19,36,12,8,7,2794,1576,1089,81,39,9,124170,37,1772,3823,23235,95303,103936,51,1492,3256,21179,77956,5788,19,55,322,1638,3755,10296,601,1751,1942,2758,3245,14343,192,2083,1936,4889,5243,11828,188,2043,1894,4787,2915,2515,9,73,76,124,2234,4441,725,2013,542,580,581
142,PV29  ,2002JJ00,3923,76,560,518,1192,1577,3361,65,455,438,1060,1343,848,102,71,175,292,208,151,67,46,21,13,4,1781,357,793,276,266,89,1752,355,784,269,269,75,69,17,22,11,8,11,2874,1597,1145,88,38,6,126382,39,1704,3780,22154,98705,105031,35,1392,3207,19932,80465,6018,22,52,307,1738,3899,10783,614,1891,2215,2639,3424,15226,179,1978,1933,4517,6618,11901,177,1961,1891,4545,3327,3325,10,49,73,133,3060,4393,741,2131,613,530,377
143,PV29  ,2003JJ00,3765,69,541,486,1129,1540,3204,58,408,403,1001,1334,810,102,68,165,261,214,137,59,40,18,14,6,1695,372,736,279,231,77,1654,368,718,273,231,64,81,22,26,11,11,11,2739,1482,1134,82,34,7,122384,38,1602,3565,21119,96060,104350,32,1254,2961,18883,81222,5776,21,51,295,1560,3849,14781,610,1665,1904,2800,7802,12110,187,1801,1943,4034,4145,10965,185,1759,1906,4046,3069,1145,11,59,67,187,822,10327,701,2106,530,505,6486
144,PV29  ,2004JJ00,3671,66,501,453,1141,1510,3130,54,368,375,1019,1314,773,93,65,159,246,210,131,56,35,19,13,8,1639,357,735,256,207,84,1601,356,721,252,201,71,80,18,28,9,14,11,2673,1435,1128,78,27,5,123873,39,1514,3284,21273,97763,104730,25,1129,2742,19137,81698,5569,18,47,295,1426,3783,15094,577,1403,2037,2490,8588,13424,177,1792,1769,3596,6089,10419,174,1769,1741,3482,3252,3005,8,66,63,244,2624,10089,692,2129,506,406,6356
145,PV29  ,2005JJ00,3598,72,471,441,1120,1494,3035,36,327,378,998,1296,728,86,58,144,225,215,127,53,33,19,14,8,1606,354,690,262,209,91,1567,348,678,256,207,78,82,15,36,9,12,10,2551,1374,1056,74,44,3,121086,42,1466,3178,20795,95604,103399,19,1049,2746,18638,80947,5574,18,42,265,1298,3951,15969,557,1438,2017,2698,9258,11953,177,1707,1837,3624,4608,11050,173,1664,1802,3585,3825,903,7,98,61,203,534,4127,661,1904,483,603,476
146,PV29  ,2006JJ00,3544,74,438,435,1141,1456,2993,41,297,386,1033,1236,730,85,62,135,234,214,123,50,34,17,13,9,1643,391,679,267,215,91,1624,391,682,262,208,81,68,13,15,14,19,7,2772,1407,1216,87,47,11,120191,40,1351,3161,21292,94345,102316,19,902,2841,19407,79147,5667,17,44,245,1342,4018,16985,578,1430,1806,2560,10611,12037,198,1673,1883,3780,4504,11209,198,1688,1854,3594,3875,828,6,35,96,317,374,5176,673,2296,615,690,902
147,PV29  ,2007JJ00,3385,70,394,425,1055,1441,2850,37,280,373,934,1226,681,77,54,120,209,221,126,56,32,17,12,9,1611,354,696,243,221,97,1576,351,695,237,212,81,101,19,24,17,30,11,2599,1303,1157,89,43,7,120025,38,1216,3102,19727,95942,101638,17,843,2750,17698,80330,5724,17,39,222,1220,4227,17387,592,1404,1844,2532,11014,12488,179,1741,1720,3807,5041,10993,177,1736,1684,3600,3796,1495,8,66,116,542,764,4709,648,2203,592,630,635
148,PV29  ,2008JJ00,3302,53,389,434,995,1431,2776,36,276,350,895,1219,659,65,56,111,208,219,112,47,27,15,14,9,1609,359,696,240,212,102,1574,361,691,233,209,80,109,15,31,19,25,19,2486,1404,1005,54,18,5,119785,26,1231,3230,18688,96609,100809,17,854,2573,16932,80434,5842,13,41,204,1262,4322,17049,464,1236,1556,2896,10897,12963,175,1755,1697,3698,5639,11037,176,1736,1660,3618,3847,1925,6,84,135,430,1270,3371,684,1635,358,296,398
149,PV29  ,2009JJ00,3198,55,343,389,984,1427,2677,48,224,320,871,1214,644,67,59,100,191,227,105,44,24,13,14,10,1594,374,670,240,205,105,1548,382,666,233,193,74,156,23,49,23,37,24,2753,1566,1108,46,25,8,120080,30,1074,2868,18377,97730,101124,24,681,2360,16390,81669,5873,15,43,185,1127,4503,17324,477,1084,1281,2845,11638,12909,182,1723,1702,3637,5666,10185,186,1698,1655,3375,3271,2724,11,135,178,656,1743,4022,742,1863,301,347,769
150,PV30  ,2000JJ00,16919,1016,4679,3140,5409,2675,13242,977,3818,2817,4163,1467,3203,460,459,1057,943,284,1354,491,352,281,178,52,9470,1592,3597,1471,2545,265,9316,1557,3525,1458,2529,247,287,95,118,38,28,8,13112,9529,3290,167,92,34,270193,525,12764,22312,99993,134599,178476,492,10384,20291,71294,76014,12780,115,310,1822,4963,5570,110795,4926,16075,29217,36182,24394,77829,825,8731,10416,42786,15071,74612,810,8558,10333,42513,12397,3218,43,250,258,454,2212,16765,4268,5488,1107,1452,4449
151,PV30  ,2001JJ00,16143,957,4428,2925,5107,2726,12512,934,3339,2600,4137,1502,2933,399,403,958,871,302,1292,468,316,257,188,63,8960,1474,3445,1421,2347,273,8800,1425,3389,1401,2331,254,290,100,109,43,30,8,11933,8362,3258,190,91,32,263597,489,12014,20774,94390,135930,178451,462,9048,18674,71425,78843,12821,102,274,1680,4589,6175,114044,4824,14708,26375,38611,29525,71185,762,8385,10089,39467,12481,69583,737,8253,9951,39219,11423,1601,47,239,298,479,539,15927,3826,5517,1261,1338,3985
152,PV30  ,2002JJ00,15577,971,4175,2738,4786,2907,11614,646,2992,2314,3962,1700,3049,406,414,943,937,349,1282,466,305,247,189,75,8481,1480,3253,1341,2138,269,8355,1451,3193,1325,2128,258,193,53,84,23,25,8,12215,7944,3861,237,133,40,266433,504,11438,19657,89071,145763,182777,351,8324,16851,69973,87278,14296,104,285,1694,4998,7215,119979,4877,14540,25782,39079,35701,68160,768,8163,9515,36705,13009,67017,755,8028,9396,36495,12342,1143,25,199,161,362,397,18913,3850,6675,1605,2124,4660
153,PV30  ,2003JJ00,14847,936,3890,2563,4571,2887,11068,577,2509,1990,3914,2078,2951,407,352,891,962,339,1234,431,302,231,196,74,6891,1344,2961,1071,1307,208,6750,1305,2904,1056,1292,193,214,65,81,29,27,12,11782,7458,3947,206,131,40,261970,485,10624,18427,84459,147973,197304,306,6974,14360,71216,104448,14601,100,237,1579,5266,7419,121672,4785,14536,24292,41063,36996,48848,694,7288,7507,22230,11129,46703,675,7159,7405,21955,9508,2146,30,177,192,413,1334,17184,3622,6686,1424,2148,3303
154,PV30  ,2004JJ00,14534,885,3748,2569,4423,2909,10905,559,2378,1993,3761,2214,2858,369,374,853,915,347,1187,403,301,210,187,86,6411,1321,2790,1006,1108,186,6217,1272,2708,982,1082,173,269,70,114,35,39,11,11480,7180,3940,206,125,29,261683,466,10297,18519,82015,150386,202002,302,6623,14350,69318,111408,14661,91,257,1541,5035,7737,125618,4466,14347,21986,38770,46049,43764,689,6914,7022,18843,10296,41361,664,6709,6850,18342,8795,2403,32,277,249,605,1239,16312,3531,6693,1393,1963,2732
155,PV30  ,2005JJ00,14145,869,3517,2513,4302,2944,10544,444,2261,1941,3723,2175,2580,172,339,793,895,381,1166,386,288,212,184,96,6274,1260,2635,1002,1173,204,6115,1222,2592,972,1143,186,255,53,97,52,42,11,11288,6838,4119,193,99,39,260966,458,9700,18113,79261,153433,198881,256,6467,14017,67746,110395,15259,87,228,1432,4938,8575,130607,4211,13679,22452,38562,51703,45520,665,6714,7069,19950,11123,42801,646,6611,6859,19402,9283,2719,25,244,371,699,1379,17255,3400,7058,1333,1526,3939
156,PV30  ,2006JJ00,13813,852,3266,2487,4278,2930,10393,444,2239,2077,3583,2050,2763,319,320,746,949,429,1083,348,265,199,175,96,6309,1252,2531,1005,1228,293,6164,1243,2518,961,1176,266,293,36,89,74,78,16,12015,7178,4442,227,116,31,259794,427,9201,18046,79213,152908,191498,255,6539,15134,64923,104646,17137,79,223,1334,5280,10221,127869,3694,12620,21137,36823,53595,49880,654,6501,7102,21710,13913,46710,649,6462,6780,20780,12039,3170,20,242,533,1258,1117,21027,3619,7581,1549,1861,6417
157,PV30  ,2007JJ00,13239,772,3022,2357,4168,2920,9957,419,2058,1999,3455,2026,2672,299,317,741,874,441,1051,327,259,183,177,105,6205,1183,2466,997,1264,295,6011,1175,2436,939,1199,262,372,45,117,92,100,18,11543,6723,4442,221,115,42,256855,399,8566,16992,77280,153617,187531,232,5975,14528,62978,103818,17386,77,219,1356,4861,10873,137104,3502,12132,19355,37540,64575,50567,613,6418,7006,22253,14277,46689,613,6322,6591,21075,12088,3878,24,318,660,1636,1240,19985,3435,7663,1502,1804,5582
158,PV30  ,2008JJ00,12985,733,2977,2259,4093,2923,9839,389,2046,1939,3443,2022,2618,299,250,729,879,461,963,277,240,160,166,120,6181,1259,2438,969,1206,309,5962,1258,2414,907,1122,261,458,52,139,109,128,30,10971,6835,3942,119,54,21,259110,374,8547,16351,75632,158206,188412,218,5980,14176,62541,105495,18059,78,177,1346,4848,11610,136919,3024,11372,16797,34892,70834,51270,650,6331,6887,21071,16331,44818,651,6250,6425,19524,11969,6452,28,394,782,2094,3154,14522,3576,6202,816,943,2986
159,PV30  ,2009JJ00,12541,658,2800,2157,3957,2969,9587,420,1916,1816,3398,2037,2562,285,253,693,863,468,889,238,214,157,154,126,6137,1311,2364,971,1173,318,5857,1319,2347,880,1066,245,594,46,166,171,166,45,11759,7258,4312,116,51,22,256774,375,8142,15550,72949,159758,186687,236,5585,13229,61913,105725,18256,71,183,1312,4784,11905,143017,2595,10159,16525,32789,80950,50400,669,6182,6899,20560,16091,42538,673,6102,6218,18779,10765,7862,25,472,1242,2660,3464,16192,3762,6810,771,846,4003
160,PV31  ,2000JJ00,6798,529,1882,1239,2040,1108,5233,491,1421,1103,1621,597,2082,312,297,582,618,273,851,212,286,187,118,48,3493,679,1409,528,766,111,3428,661,1389,517,757,104,129,41,52,20,12,4,5007,3582,1292,85,34,14,108813,245,5234,8975,36828,57531,70722,227,3830,8068,27975,30622,9719,83,198,1034,3407,4997,80630,2115,14052,19247,23263,21954,27566,332,3491,3682,13157,6905,26299,324,3463,3596,13012,5904,1267,19,124,129,145,851,8420,1532,2265,595,555,3473
161,PV31  ,2001JJ00,6414,453,1728,1180,1939,1114,4926,447,1279,1017,1575,608,1914,258,252,569,549,286,791,191,247,174,129,50,3323,616,1366,498,720,123,3262,600,1342,488,721,111,116,33,49,20,8,6,4648,3232,1292,75,38,11,106768,215,4744,8492,35200,58117,69957,213,3459,7399,27418,31469,9921,72,169,1030,3145,5505,82433,1963,12198,18115,25979,24178,26066,304,3426,3459,12429,6447,25068,296,3379,3389,12453,5550,998,15,110,128,134,611,6775,1400,2278,516,577,2003
162,PV31  ,2002JJ00,6142,470,1624,1056,1837,1155,4479,287,1135,913,1496,648,1886,241,249,500,591,305,774,198,225,162,127,62,3240,640,1286,520,661,133,3188,621,1272,515,654,126,90,31,29,12,10,8,4594,3117,1312,90,60,15,107364,230,4501,7679,33337,61616,69612,145,3159,6650,26285,33373,10762,68,167,900,3416,6211,87177,2023,11202,16858,25608,31485,26118,322,3227,3642,11767,7160,24744,313,3199,3606,11600,6026,1374,14,64,82,169,1045,7425,1397,2309,638,879,2202
163,PV31  ,2003JJ00,5778,417,1516,968,1745,1132,4204,253,985,828,1413,725,1742,194,234,455,544,315,727,179,208,154,125,61,2941,612,1206,457,548,118,2864,586,1175,451,545,107,116,36,48,12,11,9,4296,2910,1275,73,28,10,105475,201,4175,7058,31595,62445,71615,132,2716,6020,24801,37947,10445,51,161,822,3081,6330,85699,1835,10436,16299,25609,31519,22558,309,2976,3170,9603,6499,20605,297,2900,3125,9519,4765,1953,17,125,86,180,1545,5183,1305,2238,506,421,713
164,PV31  ,2004JJ00,5649,390,1493,950,1681,1135,4113,237,947,769,1368,792,1658,186,221,426,517,308,679,162,188,136,128,65,2609,551,1115,401,440,102,2533,534,1086,398,425,90,138,41,56,13,18,10,4197,2788,1290,77,36,6,104921,189,4155,6897,30289,63392,74699,125,2648,5649,24235,42042,10519,50,154,758,3007,6550,84590,1728,9489,14188,26093,33091,18858,280,2760,2750,7526,5542,16955,273,2695,2727,7271,3989,1903,16,125,83,268,1410,4922,1234,2290,520,563,316
165,PV31  ,2005JJ00,5469,398,1368,932,1628,1143,3880,163,826,756,1357,778,1522,157,175,400,487,303,660,160,176,126,125,73,2418,473,985,392,454,114,2371,461,974,391,443,102,109,35,42,7,16,9,4129,2647,1339,95,40,8,104583,196,3766,6783,29363,64476,73759,88,2382,5529,24113,41647,10296,51,118,713,2831,6583,86371,1664,8992,12994,25327,37395,19664,236,2470,2747,7893,6317,18053,230,2448,2743,7717,4916,1610,15,103,40,248,1204,10797,1196,2399,662,621,5919
166,PV31  ,2006JJ00,5295,382,1255,903,1611,1144,3805,163,795,787,1314,746,1534,161,177,399,474,323,643,146,162,139,119,77,2374,484,918,363,480,129,2335,486,913,354,465,117,127,19,54,23,25,6,4449,2803,1471,100,46,19,102703,194,3496,6559,29175,63278,70991,92,2368,5746,23185,39599,10812,43,123,726,2799,7121,91398,1593,8074,14512,24351,42868,19986,254,2375,2565,8433,6358,18626,255,2342,2502,8122,5404,1360,8,151,161,438,602,7818,1290,2635,695,666,2532
167,PV31  ,2007JJ00,5079,332,1204,860,1545,1138,3677,162,774,750,1243,748,1475,167,159,356,450,343,602,127,142,133,123,77,2346,478,906,375,456,131,2296,477,903,357,443,116,139,22,52,29,28,8,4227,2605,1467,89,47,19,102510,173,3419,6218,28181,64519,70063,92,2240,5449,21884,40398,11203,46,112,645,2582,7818,91705,1425,6990,13983,25029,44278,20327,249,2336,2663,8156,6924,18590,249,2321,2548,7882,5590,1737,10,146,197,508,876,7506,1186,2565,620,671,2465
168,PV31  ,2008JJ00,4985,326,1133,856,1522,1148,3621,153,771,741,1211,745,1446,151,151,350,468,326,560,115,131,116,114,84,2334,472,892,373,468,129,2276,469,894,350,452,111,157,25,56,30,31,15,4115,2721,1303,59,22,10,103577,163,3251,6217,27462,66484,69776,84,2231,5393,21562,40506,11223,42,104,641,2739,7697,93277,1215,6570,11838,22718,50937,21645,247,2298,2638,8276,8187,18391,247,2319,2474,7960,5390,3254,10,153,219,543,2330,4815,1257,2142,402,300,714
169,PV31  ,2009JJ00,4800,244,1140,825,1440,1151,3531,168,757,698,1161,747,1421,150,141,354,444,332,522,92,129,104,106,91,2330,508,880,352,460,130,2245,498,875,334,433,105,240,35,98,47,42,18,4390,2892,1396,60,24,18,101597,138,3313,6013,26196,65938,69367,96,2227,5107,20864,41073,11264,41,99,653,2553,7918,94400,1053,6291,11103,21743,54211,20022,268,2284,2480,8039,6950,17108,261,2291,2346,7513,4698,2914,18,278,343,696,1579,6677,1321,2300,405,318,2333
170,LG01  ,2000JJ00,2225,37,281,221,431,1255,1361,39,212,187,266,657,176,27,17,44,63,25,79,32,23,11,9,4,1478,89,337,188,308,556,1465,91,335,187,304,548,41,6,10,12,7,6,1608,388,918,191,91,20,88551,19,823,1575,8370,77763,50914,17,601,1321,4853,44122,1024,5,11,72,377,558,6686,216,956,1146,1702,2666,36546,48,922,1336,6050,28190,35771,48,915,1325,5996,27487,775,3,29,84,142,518,5972,183,2230,1264,1466,828
171,LG01  ,2001JJ00,2141,34,275,210,377,1245,1282,35,166,166,262,653,158,22,12,40,60,24,79,32,21,11,10,5,1451,92,343,174,292,550,1433,95,340,172,288,538,60,9,13,12,15,11,1534,355,911,156,102,10,88559,16,810,1545,7383,78804,50934,18,503,1203,4842,44368,1012,5,8,69,354,577,7572,242,924,1112,1946,3348,36536,48,932,1267,5672,28617,35235,49,927,1247,5607,27404,1302,5,35,84,249,928,5503,169,2260,1060,1585,428
172,LG01  ,2002JJ00,2084,34,254,198,369,1229,1277,27,161,163,287,639,164,22,11,44,61,26,74,31,17,9,10,7,1419,88,307,165,302,557,1405,89,316,156,297,547,49,2,11,14,17,5,1558,371,900,189,85,13,88670,18,757,1418,7366,79111,50908,14,494,1182,5290,43927,1156,5,9,76,346,721,8302,169,718,934,2133,4348,36523,47,856,1193,5885,28540,35755,48,885,1122,5782,27918,768,1,40,98,342,287,5555,185,2212,1293,1362,504
173,LG01  ,2003JJ00,2033,41,243,193,345,1211,1245,20,146,137,277,665,156,19,12,36,59,30,80,36,15,9,10,10,1330,88,303,159,261,519,1314,86,304,161,253,510,46,5,9,11,15,6,1537,360,901,197,69,10,88970,20,730,1376,6908,79936,53111,11,468,975,5199,46458,1225,4,10,68,324,819,11372,241,628,922,2132,7450,34521,47,832,1127,5114,27401,33784,46,836,1139,4975,26787,737,2,26,78,271,361,11875,172,2212,1336,1144,7011
174,LG01  ,2004JJ00,2001,42,235,188,341,1195,1232,22,132,145,279,654,144,16,12,37,52,27,72,34,12,8,10,8,1310,87,292,165,255,511,1291,86,292,165,251,497,47,3,12,10,11,11,1500,337,904,177,78,4,88504,23,693,1329,6730,79728,53186,10,402,1034,5218,46521,1044,3,9,69,297,666,9978,204,547,795,2163,6270,34174,44,806,1174,4984,27166,33132,44,802,1167,4941,26177,1042,1,38,67,190,746,4984,170,2195,1180,1261,179
175,LG01  ,2005JJ00,1957,42,219,181,332,1183,1227,13,123,155,289,647,137,17,14,30,53,23,72,38,12,4,9,9,1317,97,272,170,278,500,1299,99,269,170,270,491,43,3,12,6,14,8,1509,392,860,174,76,7,89422,22,678,1282,6600,80841,53523,6,386,1094,5399,46638,874,3,10,56,291,515,11096,245,552,439,1881,7980,34913,49,745,1184,5381,27554,34052,50,730,1185,5254,26832,861,1,33,38,222,567,4980,188,2077,1167,1243,306
176,LG01  ,2006JJ00,1922,37,205,185,336,1159,1206,16,119,163,275,633,121,17,15,23,44,22,69,33,11,7,8,10,1307,95,275,166,265,506,1295,96,274,166,261,498,42,3,7,10,12,10,1670,417,929,209,96,17,88843,20,649,1294,6514,80366,52252,7,377,1194,5077,45597,881,4,11,42,258,566,11869,192,470,702,1709,8796,35592,48,764,1170,5090,28520,34545,49,757,1169,4999,27571,1047,2,21,64,217,743,9602,202,2237,1422,1467,4275
177,LG01  ,2007JJ00,1877,27,208,186,313,1143,1163,21,105,163,264,610,110,15,13,21,37,24,67,33,10,5,9,10,1304,88,291,162,254,509,1288,84,294,162,246,502,51,8,7,10,17,9,1598,396,914,189,84,15,88607,15,652,1322,6087,80532,51879,12,336,1192,4967,45371,892,3,9,39,227,614,13103,171,471,464,1925,10072,35706,45,810,1149,4799,28903,34629,43,817,1148,4647,27975,1077,4,21,70,306,675,7685,191,2229,1294,1377,2594
178,LG01  ,2008JJ00,1869,33,228,181,296,1131,1196,17,127,160,289,603,107,16,10,18,37,26,68,34,10,6,8,10,1317,96,306,158,249,508,1302,92,309,160,242,499,56,7,8,10,15,16,1477,496,826,108,40,7,90175,15,729,1288,5781,82362,52802,8,387,1173,5465,45770,902,3,8,32,207,652,11605,186,469,593,1750,8608,36355,50,866,1114,4739,29585,34802,47,869,1129,4568,28189,1553,3,23,67,266,1194,3707,253,1732,739,662,320
179,LG01  ,2009JJ00,1839,30,210,179,287,1133,1161,21,123,152,277,588,102,15,12,17,35,23,65,32,11,4,7,11,1317,100,302,148,244,523,1297,102,302,151,235,507,80,5,20,15,19,21,1661,601,904,105,42,9,90564,15,677,1258,5440,83175,52187,12,369,1103,5201,45503,870,3,8,30,211,617,12294,165,546,401,1476,9707,37384,50,852,1055,4537,30891,35309,51,851,1076,4377,28954,2075,3,57,107,336,1573,4068,293,1889,703,668,515
180,LG02  ,2000JJ00,4337,119,585,426,958,2249,3410,73,317,355,951,1714,355,81,49,97,91,37,222,59,32,56,49,26,2017,234,592,312,462,417,1978,227,588,312,456,395,118,18,35,18,27,20,3273,1232,1670,220,108,43,178214,66,1687,2984,18597,154880,141178,32,919,2586,17644,119997,1376,19,33,167,471,686,30566,492,1405,5924,9972,12773,35355,117,1519,2165,9045,22509,31913,114,1507,2167,8887,19238,3442,8,86,121,421,2806,15133,581,3606,1492,1734,7719
181,LG02  ,2001JJ00,4100,112,550,377,902,2159,3250,63,307,320,901,1659,332,77,46,81,85,43,204,56,24,52,42,30,1861,194,556,285,439,387,1827,191,556,273,435,372,97,12,30,17,21,17,3090,1113,1622,221,95,39,175367,63,1573,2713,17645,153372,138593,28,877,2342,16885,118462,1426,18,31,136,418,823,30344,490,1074,5464,8742,14575,35044,98,1445,1992,8651,22859,31853,97,1436,1915,8610,19794,3192,4,73,116,320,2680,12444,532,3606,1491,1604,5212
182,LG02  ,2002JJ00,3972,103,509,368,829,2163,3090,26,267,291,881,1625,305,58,38,81,92,36,197,59,24,42,41,31,1913,192,555,283,443,440,1871,186,550,279,433,423,90,10,32,12,18,18,3105,1045,1684,228,106,42,175955,55,1423,2652,16067,155758,137984,10,774,2169,16542,118488,1477,14,25,130,488,820,30339,505,1140,4529,8699,15466,36191,97,1447,1962,8771,23914,33608,94,1427,1933,8604,21550,2583,5,82,83,320,2093,12207,516,3749,1534,1701,4706
183,LG02  ,2003JJ00,3791,99,491,328,773,2100,2966,20,237,258,776,1675,272,49,36,69,79,39,183,51,25,36,43,28,1698,184,511,261,360,382,1656,182,500,260,352,362,99,11,34,12,21,21,3022,980,1653,233,109,47,174345,53,1388,2333,14882,155687,141200,10,714,1894,14533,124049,1460,13,23,120,416,889,28342,442,1142,3820,8869,14069,31401,96,1313,1809,6941,21243,28149,94,1282,1796,6812,18164,3253,6,70,81,373,2722,14106,487,3654,1550,1660,6756
184,LG02  ,2004JJ00,3737,99,484,329,754,2071,2916,16,217,261,763,1659,268,49,36,78,69,36,180,50,24,35,36,35,1652,177,503,241,355,376,1610,176,500,232,350,352,108,10,32,20,25,21,2914,961,1598,222,99,34,175040,52,1363,2356,14420,156849,141706,8,639,1933,14294,124832,1420,12,22,139,376,871,30503,447,1118,3705,7668,17565,31609,91,1322,1670,6707,21819,28916,91,1306,1610,6655,19254,2693,7,74,134,436,2042,12703,462,3524,1518,1546,5654
185,LG02  ,2005JJ00,3629,98,452,324,725,2030,2844,14,201,235,756,1638,252,53,30,69,69,31,170,48,22,32,34,34,1611,167,480,236,363,365,1582,164,480,237,356,345,89,7,27,15,23,17,2865,918,1586,222,95,44,173319,55,1299,2329,13962,155674,141093,7,596,1734,14320,124437,1368,14,20,121,369,844,28263,410,985,3282,7111,16475,30576,88,1280,1671,6849,20688,28842,87,1274,1672,6766,19043,1733,4,66,101,392,1171,13277,456,3507,1533,1531,6251
186,LG02  ,2006JJ00,3585,108,416,318,741,2002,2837,21,199,266,763,1588,269,48,41,71,75,34,156,44,19,34,26,33,1630,185,489,237,346,373,1614,186,492,238,341,357,74,7,20,11,21,15,3087,993,1694,242,104,50,170110,64,1200,2305,14113,152429,137842,10,598,1983,14280,120972,1597,11,28,130,426,1002,26692,362,816,3529,5404,16581,30404,98,1297,1683,6520,20807,28862,98,1314,1691,6475,19283,1542,4,56,81,374,1028,15918,493,3800,1663,1735,8227
187,LG02  ,2007JJ00,3424,84,405,311,686,1938,2708,12,201,264,714,1517,257,51,36,65,74,31,147,42,18,28,28,31,1605,174,460,235,355,381,1584,174,465,235,345,365,84,7,24,15,23,15,2925,935,1601,232,105,52,170785,49,1190,2232,13044,154270,137559,7,605,1938,13501,121507,1466,13,24,113,405,912,26414,355,803,2983,5829,16443,31496,95,1240,1686,6575,21902,29296,95,1258,1680,6422,19840,2201,3,67,113,417,1602,15964,455,3610,1583,1720,8596
188,LG02  ,2008JJ00,3405,73,435,312,663,1922,2655,22,192,236,710,1495,248,48,30,67,65,38,126,28,19,27,20,32,1685,191,507,247,347,393,1653,189,501,252,339,372,105,7,36,12,29,21,2793,1028,1503,149,66,47,173278,41,1324,2218,12466,157229,136887,12,601,1773,13267,121233,1655,12,22,118,374,1129,27503,226,845,2802,4214,19416,34462,103,1388,1738,6455,24777,30348,102,1381,1775,6345,20745,4114,3,85,90,534,3402,12443,517,2999,978,1043,6907
